location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,market_name,lat,lon,commodity_category,commodity_name,unit,price_flag,price_type,currency_code,price,reference_period_start,reference_period_end
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaakelai,4.52,35.59,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaakelai,4.52,35.59,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,160,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaakelai,4.52,35.59,cereals and tubers,Wheat flour,KG,actual,Retail,KES,120,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaakelai,4.52,35.59,miscellaneous food,Salt,200 G,actual,Retail,KES,20,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaakelai,4.52,35.59,miscellaneous food,Sugar,KG,actual,Retail,KES,240,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaeris,3.98,35.48,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,94,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaeris,3.98,35.48,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,107,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaeris,3.98,35.48,cereals and tubers,Wheat flour,KG,actual,Retail,KES,125,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaeris,3.98,35.48,miscellaneous food,Sugar,KG,actual,Retail,KES,210,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaeris,3.98,35.48,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,298,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaikor,4.52,35.42,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,127,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaikor,4.52,35.42,cereals and tubers,Wheat flour,KG,actual,Retail,KES,120,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaikor,4.52,35.42,miscellaneous food,Salt,200 G,actual,Retail,KES,20,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaikor,4.52,35.42,miscellaneous food,Sugar,KG,actual,Retail,KES,220,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaikor,4.52,35.42,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,300,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 2,3.75,34.82,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,65,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 2,3.75,34.82,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,107,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 2,3.75,34.82,pulses and nuts,Beans,KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 3,3.77,34.82,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,246,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 3,3.77,34.82,pulses and nuts,Beans,KG,actual,Retail,KES,161,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 3,3.77,34.82,vegetables and fruits,Kale,KG,actual,Retail,KES,80,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 4,3.74,34.81,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,55,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 4,3.74,34.81,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,85,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 4,3.74,34.81,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,128,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 4,3.74,34.81,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,113.5,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 4,3.74,34.81,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,260,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kakuma 4,3.74,34.81,vegetables and fruits,Kale,KG,actual,Retail,KES,68.5,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,83,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,80,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,cereals and tubers,Wheat flour,KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,miscellaneous food,Sugar,KG,actual,Retail,KES,153,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,283,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemgorok,2.14,35.5,vegetables and fruits,Spinach,KG,actual,Retail,KES,90,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,80,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,103,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,151,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,cereals and tubers,Wheat flour,KG,actual,Retail,KES,120,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,151,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,miscellaneous food,Sugar,KG,actual,Retail,KES,185,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,300,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,pulses and nuts,Beans,KG,actual,Retail,KES,163,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalemunyang,2.74,35.37,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,98,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,103,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,cereals and tubers,Wheat flour,KG,actual,Retail,KES,120,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,233,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,miscellaneous food,Salt,200 G,actual,Retail,KES,15,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,miscellaneous food,Sugar,KG,actual,Retail,KES,206,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,pulses and nuts,Beans,KG,actual,Retail,KES,143,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kaleng,4.37,35.55,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,250,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 1),3.77,34.73,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,50,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 1),3.77,34.73,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 1),3.77,34.73,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,160,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 1),3.77,34.73,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,250,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 1),3.77,34.73,pulses and nuts,Beans,KG,actual,Retail,KES,160,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 2),3.76,34.75,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,60,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 2),3.76,34.75,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,87,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 2),3.76,34.75,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,120,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 2),3.76,34.75,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,283,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 3),3.75,34.76,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,57,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 3),3.75,34.76,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,140,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 3),3.75,34.76,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,287,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalobeyei (Village 3),3.75,34.76,pulses and nuts,Beans,KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,93,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,cereals and tubers,Wheat flour,KG,actual,Retail,KES,106,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,167,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,miscellaneous food,Salt,200 G,actual,Retail,KES,12,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,miscellaneous food,Sugar,KG,actual,Retail,KES,154,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,250,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,pulses and nuts,Beans,KG,actual,Retail,KES,134,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kalokol,3.54,35.86,vegetables and fruits,Spinach,KG,actual,Retail,KES,95,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kataboi,3.75,35.83,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kataboi,3.75,35.83,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,144,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kataboi,3.75,35.83,cereals and tubers,Wheat flour,KG,actual,Retail,KES,108,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kataboi,3.75,35.83,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,200,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kataboi,3.75,35.83,miscellaneous food,Salt,200 G,actual,Retail,KES,14,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kataboi,3.75,35.83,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,250,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kataboi,3.75,35.83,pulses and nuts,Beans,KG,actual,Retail,KES,177,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Katilia,2.14,36.14,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,138,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Katilia,2.14,36.14,cereals and tubers,Wheat flour,KG,actual,Retail,KES,113,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Katilia,2.14,36.14,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,187,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Katilia,2.14,36.14,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Katilia,2.14,36.14,miscellaneous food,Sugar,KG,actual,Retail,KES,157,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Katilia,2.14,36.14,pulses and nuts,Beans,KG,actual,Retail,KES,146,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kokuro,4.62,35.71,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kokuro,4.62,35.71,cereals and tubers,Wheat flour,KG,actual,Retail,KES,104,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kokuro,4.62,35.71,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,200,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Kokuro,4.62,35.71,miscellaneous food,Salt,200 G,actual,Retail,KES,20,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Letea,3.52,35.75,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,85,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Letea,3.52,35.75,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Letea,3.52,35.75,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Letea,3.52,35.75,miscellaneous food,Salt,200 G,actual,Retail,KES,20,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Letea,3.52,35.75,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,120,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokangae,4.1,34.9,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,96,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokangae,4.1,34.9,cereals and tubers,Wheat flour,KG,actual,Retail,KES,119,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokangae,4.1,34.9,miscellaneous food,Sugar,KG,actual,Retail,KES,176.5,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokangae,4.1,34.9,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,200,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokangae,4.1,34.9,pulses and nuts,Pigeon peas (dry),KG,actual,Retail,KES,350,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokapel,2.37,35.42,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,101,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokapel,2.37,35.42,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,115,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokapel,2.37,35.42,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,162,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokapel,2.37,35.42,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,200,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokapel,2.37,35.42,miscellaneous food,Sugar,KG,actual,Retail,KES,182,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokapel,2.37,35.42,pulses and nuts,Beans,KG,actual,Retail,KES,207,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichar (Turkana),2.38,35.65,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichar (Turkana),2.38,35.65,cereals and tubers,Wheat flour,KG,actual,Retail,KES,103,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichar (Turkana),2.38,35.65,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichar (Turkana),2.38,35.65,pulses and nuts,Beans,KG,actual,Retail,KES,170,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,92,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,157,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,miscellaneous food,Salt,200 G,actual,Retail,KES,13,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,275,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,pulses and nuts,Beans,KG,actual,Retail,KES,153,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,230,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,vegetables and fruits,Kale,KG,actual,Retail,KES,103,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokichoggio,4.2,34.36,vegetables and fruits,Spinach,KG,actual,Retail,KES,145,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokitaung,4.27,35.75,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,80,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokitaung,4.27,35.75,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokitaung,4.27,35.75,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokitaung,4.27,35.75,pulses and nuts,Beans,KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokori,1.95,36.03,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,96,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokori,1.95,36.03,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokori,1.95,36.03,cereals and tubers,Wheat flour,KG,actual,Retail,KES,104,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokori,1.95,36.03,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,176,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokori,1.95,36.03,miscellaneous food,Sugar,KG,actual,Retail,KES,150,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokori,1.95,36.03,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,292,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokori,1.95,36.03,pulses and nuts,Beans,KG,actual,Retail,KES,143,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokwii,1.98,36.1,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokwii,1.98,36.1,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,115,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokwii,1.98,36.1,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,148,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokwii,1.98,36.1,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,185,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokwii,1.98,36.1,miscellaneous food,Salt,200 G,actual,Retail,KES,13,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lokwii,1.98,36.1,pulses and nuts,Beans,KG,actual,Retail,KES,149,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lolupe,3.54,35.25,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,80,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lolupe,3.54,35.25,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,190,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lolupe,3.54,35.25,miscellaneous food,Salt,200 G,actual,Retail,KES,15,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lolupe,3.54,35.25,miscellaneous food,Sugar,KG,actual,Retail,KES,188,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lolupe,3.54,35.25,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,268,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lolupe,3.54,35.25,pulses and nuts,Beans,KG,actual,Retail,KES,147,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lopur,3.86,34.82,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,100,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lopur,3.86,34.82,cereals and tubers,Wheat flour,KG,actual,Retail,KES,115,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lopur,3.86,34.82,miscellaneous food,Salt,200 G,actual,Retail,KES,13,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lopur,3.86,34.82,pulses and nuts,Beans,KG,actual,Retail,KES,140,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lorugum,2.88,35.25,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,79.5,2024-06-15,2024-07-14
KEN,False,True,Rift Valley,Turkana,KE023,Turkana,,,2,Lorugum,2.88,35.25,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,101,2024-06-15,2024-07-14
