location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,market_name,lat,lon,commodity_category,commodity_name,unit,price_flag,price_type,currency_code,price,reference_period_start,reference_period_end
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,4050,2025-01-15,2025-02-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,3000,2025-01-15,2025-02-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,9000,2025-01-15,2025-02-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,2939.58,2025-01-15,2025-02-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7768,2025-01-15,2025-02-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,10600.2,2025-01-15,2025-02-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,9666.9,2025-01-15,2025-02-14
KEN,False,True,Nyanza,Kisumu,KE042,Kisumu,,,2,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,4416.3,2025-01-15,2025-02-14
KEN,False,True,Nyanza,Kisumu,KE042,Kisumu,,,2,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1441,2025-01-15,2025-02-14
KEN,False,True,Nyanza,Kisumu,KE042,Kisumu,,,2,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1199.9,2025-01-15,2025-02-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,4275,2025-02-15,2025-03-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,2500,2025-02-15,2025-03-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,9000,2025-02-15,2025-03-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,2110.5,2025-02-15,2025-03-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1375,2025-02-15,2025-03-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1202.5,2025-02-15,2025-03-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3600,2025-02-15,2025-03-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,4260.24,2025-02-15,2025-03-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,3192.86,2025-02-15,2025-03-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,7340.04,2025-02-15,2025-03-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,9074.93,2025-02-15,2025-03-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,975,2025-02-15,2025-03-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3200,2025-02-15,2025-03-14
KEN,False,True,Nyanza,Kisumu,KE042,Kisumu,,,2,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,2291.75,2025-02-15,2025-03-14
KEN,False,True,Nyanza,Kisumu,KE042,Kisumu,,,2,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,8685.76,2025-02-15,2025-03-14
KEN,False,True,Rift Valley,Uasin Gishu,KE027,Uasin Gishu,,,2,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3889.29,2025-02-15,2025-03-14
KEN,False,True,Rift Valley,Uasin Gishu,KE027,Uasin Gishu,,,2,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2400,2025-02-15,2025-03-14
KEN,False,True,Rift Valley,Uasin Gishu,KE027,Uasin Gishu,,,2,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,4410,2025-02-15,2025-03-14
KEN,False,True,Rift Valley,Uasin Gishu,KE027,Uasin Gishu,,,2,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1875,2025-02-15,2025-03-14
KEN,False,True,Rift Valley,Uasin Gishu,KE027,Uasin Gishu,,,2,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,5760,2025-02-15,2025-03-14
KEN,False,True,Coast,Kilifi,KE003,Kilifi,,,2,Matanomanne,-3.4,39.78,cereals and tubers,Wheat flour,KG,actual,Retail,KES,88,2025-03-15,2025-04-14
KEN,False,True,Coast,Kilifi,KE003,Kilifi,,,2,Matanomanne,-3.4,39.78,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,140,2025-03-15,2025-04-14
KEN,False,True,Coast,Kilifi,KE003,Kilifi,,,2,Matanomanne,-3.4,39.78,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2025-03-15,2025-04-14
KEN,False,True,Coast,Kilifi,KE003,Kilifi,,,2,Matanomanne,-3.4,39.78,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,280,2025-03-15,2025-04-14
KEN,False,True,Coast,Kilifi,KE003,Kilifi,,,2,Matanomanne,-3.4,39.78,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,100,2025-03-15,2025-04-14
KEN,False,True,Coast,Kilifi,KE003,Kilifi,,,2,Matanomanne,-3.4,39.78,pulses and nuts,Pigeon peas (dry),KG,actual,Retail,KES,170,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,64,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,91,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,132,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,cereals and tubers,Wheat flour,KG,actual,Retail,KES,101,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,miscellaneous food,Salt,200 G,actual,Retail,KES,15,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,miscellaneous food,Sugar,KG,actual,Retail,KES,152,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,pulses and nuts,Beans,KG,actual,Retail,KES,147,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,180,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bangale,-0.72,39.02,vegetables and fruits,Spinach,KG,actual,Retail,KES,60,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,61,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,89,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,127,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,cereals and tubers,Wheat flour,KG,actual,Retail,KES,99,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,140,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,miscellaneous food,Sugar,KG,actual,Retail,KES,156,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,291,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,160,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,vegetables and fruits,Kale,KG,actual,Retail,KES,60,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Bura,-1.19,39.84,vegetables and fruits,Spinach,KG,actual,Retail,KES,70,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Charidende,-0.78,39.67,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,70,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Charidende,-0.78,39.67,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,90.5,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Charidende,-0.78,39.67,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,121,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Charidende,-0.78,39.67,miscellaneous food,Salt,200 G,actual,Retail,KES,11,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Charidende,-0.78,39.67,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,283,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Charidende,-0.78,39.67,pulses and nuts,Beans,KG,actual,Retail,KES,154,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Garsen,-2.27,40.11,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,120,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Garsen,-2.27,40.11,cereals and tubers,Wheat flour,KG,actual,Retail,KES,91.5,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Garsen,-2.27,40.11,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,100,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Garsen,-2.27,40.11,miscellaneous food,Salt,200 G,actual,Retail,KES,13,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Garsen,-2.27,40.11,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,232.5,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Garsen,-2.27,40.11,pulses and nuts,Beans,KG,actual,Retail,KES,161.5,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,54,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,120,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,cereals and tubers,Wheat flour,KG,actual,Retail,KES,97,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,miscellaneous food,Salt,200 G,actual,Retail,KES,14,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,miscellaneous food,Sugar,KG,actual,Retail,KES,159,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,310,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,pulses and nuts,Pigeon peas (dry),KG,actual,Retail,KES,150,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,vegetables and fruits,Kale,KG,actual,Retail,KES,50,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Hola town,-1.5,40.03,vegetables and fruits,Spinach,KG,actual,Retail,KES,50,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,120,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,85,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,122,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,120,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,miscellaneous food,Sugar,KG,actual,Retail,KES,140,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,207,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Kipini,-2.53,40.53,pulses and nuts,Beans,KG,actual,Retail,KES,140,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Makere,-1.33,40.01,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,73,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Makere,-1.33,40.01,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,117,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Makere,-1.33,40.01,cereals and tubers,Wheat flour,KG,actual,Retail,KES,101,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Makere,-1.33,40.01,miscellaneous food,Salt,200 G,actual,Retail,KES,11,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Makere,-1.33,40.01,miscellaneous food,Sugar,KG,actual,Retail,KES,164,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Makere,-1.33,40.01,pulses and nuts,Beans,KG,actual,Retail,KES,140,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,95,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,90.5,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,110,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,200,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,miscellaneous food,Salt,200 G,actual,Retail,KES,15,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,miscellaneous food,Sugar,KG,actual,Retail,KES,148,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,230,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Minjila,-2.32,40.11,pulses and nuts,Beans,KG,actual,Retail,KES,164,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Tarasaa,-2.44,40.17,cereals and tubers,Wheat flour,KG,actual,Retail,KES,95,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Tarasaa,-2.44,40.17,miscellaneous food,Salt,200 G,actual,Retail,KES,13,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Tarasaa,-2.44,40.17,pulses and nuts,Beans,KG,actual,Retail,KES,153,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,75,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,100,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,cereals and tubers,Wheat flour,KG,actual,Retail,KES,110,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,140,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,miscellaneous food,Sugar,KG,actual,Retail,KES,160,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,pulses and nuts,Beans,KG,actual,Retail,KES,170,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,vegetables and fruits,Kale,KG,actual,Retail,KES,70,2025-03-15,2025-04-14
KEN,False,True,Coast,Tana River,KE004,Tana River,,,2,Wayu,-1.53,39.58,vegetables and fruits,Spinach,KG,actual,Retail,KES,60,2025-03-15,2025-04-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,4500,2025-03-15,2025-04-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,2833.5,2025-03-15,2025-04-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,9000,2025-03-15,2025-04-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1500,2025-03-15,2025-04-14
KEN,False,True,Eastern,Makueni,KE017,Makueni,,,2,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1300,2025-03-15,2025-04-14
KEN,False,True,Eastern,Marsabit,KE010,Marsabit,,,2,North Horr,3.32,37.07,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,60,2025-03-15,2025-04-14
KEN,False,True,Eastern,Marsabit,KE010,Marsabit,,,2,North Horr,3.32,37.07,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,91.5,2025-03-15,2025-04-14
KEN,False,True,Eastern,Marsabit,KE010,Marsabit,,,2,North Horr,3.32,37.07,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,120,2025-03-15,2025-04-14
KEN,False,True,Eastern,Marsabit,KE010,Marsabit,,,2,North Horr,3.32,37.07,miscellaneous food,Sugar,KG,actual,Retail,KES,150,2025-03-15,2025-04-14
KEN,False,True,Eastern,Marsabit,KE010,Marsabit,,,2,North Horr,3.32,37.07,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,300,2025-03-15,2025-04-14
KEN,False,True,Eastern,Marsabit,KE010,Marsabit,,,2,North Horr,3.32,37.07,pulses and nuts,Beans,KG,actual,Retail,KES,120,2025-03-15,2025-04-14
KEN,False,True,Eastern,Moyale,KE012,Meru,,,2,Moyale town,3.51,39.05,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,116.5,2025-03-15,2025-04-14
KEN,False,True,Eastern,Moyale,KE012,Meru,,,2,Moyale town,3.51,39.05,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,175,2025-03-15,2025-04-14
KEN,False,True,Eastern,Moyale,KE012,Meru,,,2,Moyale town,3.51,39.05,miscellaneous food,Sugar,KG,actual,Retail,KES,145,2025-03-15,2025-04-14
KEN,False,True,Eastern,Moyale,KE012,Meru,,,2,Moyale town,3.51,39.05,oil and fats,"Oil (vegetable, fortified)",L,actual,Retail,KES,265,2025-03-15,2025-04-14
KEN,False,True,Eastern,Moyale,KE012,Meru,,,2,Moyale town,3.51,39.05,pulses and nuts,Beans,KG,actual,Retail,KES,125,2025-03-15,2025-04-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,4466.7,2025-03-15,2025-04-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2000,2025-03-15,2025-04-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7500,2025-03-15,2025-04-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,9000,2025-03-15,2025-04-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,3780,2025-03-15,2025-04-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,735.41,2025-03-15,2025-04-14
KEN,False,True,Nairobi,Nairobi,KE047,Nairobi,,,2,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,4160,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dadaab town,0.06,40.31,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,85,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dadaab town,0.06,40.31,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,105,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dadaab town,0.06,40.31,miscellaneous food,Salt,200 G,actual,Retail,KES,10,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dadaab town,0.06,40.31,miscellaneous food,Sugar,KG,actual,Retail,KES,126,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dadaab town,0.06,40.31,pulses and nuts,Beans,KG,actual,Retail,KES,110,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dadaab town,0.06,40.31,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,160,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dadaab town,0.06,40.31,vegetables and fruits,Kale,KG,actual,Retail,KES,103,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dagahaley (Daadab),0.19,40.29,cereals and tubers,"Maize (white, dry)",KG,actual,Retail,KES,55,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dagahaley (Daadab),0.19,40.29,cereals and tubers,Maize flour (white),KG,actual,Retail,KES,101.5,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dagahaley (Daadab),0.19,40.29,cereals and tubers,Rice (aromatic),KG,actual,Retail,KES,116,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dagahaley (Daadab),0.19,40.29,milk and dairy,"Milk (cow, pasteurized)",L,actual,Retail,KES,156,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dagahaley (Daadab),0.19,40.29,pulses and nuts,Beans,KG,actual,Retail,KES,138,2025-03-15,2025-04-14
KEN,False,True,North Eastern,Garissa,KE007,Garissa,,,2,Dagahaley (Daadab),0.19,40.29,pulses and nuts,Cowpeas (dry),KG,actual,Retail,KES,128,2025-03-15,2025-04-14
