location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,provider_admin1_code,provider_admin2_code,aggregation_period,rainfall,rainfall_long_term_average,rainfall_anomaly_pct,number_pixels,version,reference_period_start,reference_period_end
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,1-month,128.83673,119.07245,107.86983,98,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,3-month,437.10202,606.301,72.321495,98,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,dekad,4.265306,19.894558,37.2182,98,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,1-month,106.69388,94.07143,112.74075,98,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,3-month,403.6735,589.7068,68.71849,98,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,dekad,4.244898,18.02347,40.154232,98,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,1-month,72.68367,74.891495,97.23647,98,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,3-month,384.02042,548.5728,70.274475,98,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,dekad,6.5,17.62721,50.823765,98,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,1-month,15.010204,55.54524,33.050003,98,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,3-month,248.13264,467.7619,53.543365,98,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,dekad,4.632653,10.461565,62.300636,98,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,1-month,15.377551,46.112244,39.86824,98,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,3-month,212.2245,375.05,57.156826,98,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,dekad,20.928572,15.514966,126.38857,98,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,1-month,32.061226,43.60374,76.2518,98,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012057,Buuri,2,,51354,3-month,193.35715,280.3085,69.52374,98,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,3.1627908,9.382429,56.7553,129,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,12.100775,24.667183,57.64206,129,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,74.66667,172.1447,44.972652,129,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,7.5581393,21.664341,47.09713,129,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,14.806202,39.912144,44.099884,129,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,69.806206,147.16615,49.16087,129,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,56.728683,30.449871,174.1295,129,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,67.449615,61.49664,108.95229,129,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,111.81396,143.97081,78.413994,129,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,103.72093,38.766407,248.41182,129,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,168.00775,90.88062,180.44078,129,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,197.1628,148.96176,131.30714,129,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,80.333336,70.708786,112.7126,129,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,240.78296,139.92506,169.59312,129,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,274.33334,205.78294,132.52179,129,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,125.9845,72.98708,167.95665,129,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,310.03876,182.46228,168.05447,129,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,397.9535,268.92557,147.10327,129,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,92.612404,81.0602,113.42339,129,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,298.93024,224.75607,132.28387,129,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,479.03876,340.30386,140.17763,129,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,43.0,35.54057,118.39992,129,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,261.5969,189.58786,137.00592,129,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,517.18604,369.42505,139.46344,129,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,5.9069767,20.061756,43.5204,129,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,141.51938,136.66254,103.42846,129,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,519.00775,380.62143,135.88657,129,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,7.116279,18.092506,52.46845,129,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,56.023254,73.69483,77.544174,129,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,522.96124,389.3315,133.88766,129,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,2.9612403,3.9465115,88.98709,129,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,15.984497,42.100777,44.552338,129,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,518.3644,371.61368,138.96585,129,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,1.0465117,1.1374677,98.51802,129,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,11.124031,23.176487,57.225132,129,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,462.68216,342.30127,134.6618,129,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,1.1937984,0.99689925,103.283356,129,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,5.2015505,6.0808787,92.06445,129,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,360.15503,304.53177,117.97013,129,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,4.124031,3.0930233,112.73947,129,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,6.3643413,5.2273903,111.11673,129,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,283.9457,236.91602,119.440506,129,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,2.9767442,3.1020672,98.4532,129,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,8.294574,7.19199,109.04352,129,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,160.93799,167.031,96.45818,129,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,2.1937985,3.507235,84.56095,129,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,9.294574,9.702326,97.226616,129,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,70.51938,89.478035,79.933266,129,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,4.596899,4.105943,105.3916,129,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,9.767442,10.715245,93.968895,129,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,32.11628,58.04341,58.87416,129,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,4.8139534,3.6387596,113.60374,129,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,11.6046505,11.251938,102.17027,129,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,31.023254,41.620415,77.26927,129,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,7.0542636,4.194574,131.10193,129,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,16.465117,11.939277,126.71802,129,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,30.96124,27.72248,109.89766,129,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,0.7596899,0.66847545,101.609146,129,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,12.627908,8.501809,130.55959,129,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,28.75969,24.444445,114.65554,129,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,0.9844961,0.7609819,103.87978,129,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,8.7984495,5.624031,129.87961,129,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,28.697674,24.067959,115.92721,129,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,3.147287,3.8343668,92.22266,129,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,4.891473,5.2638245,96.37219,129,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,30.651163,26.905426,111.74013,129,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,18.217054,25.03075,77.310936,129,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,22.348837,29.626099,78.98331,129,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,44.744186,48.84315,92.387215,129,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,10.868217,40.77261,34.667496,129,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,32.23256,69.637726,49.88437,129,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,52.63566,86.513695,62.980366,129,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,97.550385,63.64315,149.39638,129,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,126.63566,129.4465,97.90932,129,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,147.99225,146.64961,100.88535,129,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,40.89147,94.79483,45.98582,129,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,149.31007,199.2106,75.56418,129,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,184.28683,237.3385,78.108444,129,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,38.88372,97.22584,42.928207,129,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,177.32559,255.66382,69.94664,129,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,218.3566,330.92557,66.48991,129,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,21.899225,70.664085,35.55085,129,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,101.674416,262.68475,39.85076,129,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,233.20157,397.39508,59.195942,129,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,20.860466,48.375454,48.450108,129,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,81.64341,216.26538,39.158142,129,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,253.30234,445.10208,57.3875,129,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,27.302326,35.17597,80.402115,129,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,70.06201,154.2155,47.144913,129,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,279.62018,479.51706,58.743065,129,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,32.302326,30.9938,103.63543,129,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,80.46512,114.54522,71.491875,129,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,308.77524,506.67648,61.322975,129,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,2.852713,13.887597,41.576035,129,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,62.457367,81.308266,78.15864,129,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,293.4109,498.00543,59.32558,129,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,2.147287,9.844444,48.14789,129,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,37.302326,57.507492,67.675606,129,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,284.68994,467.2088,61.347847,129,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,3.2015505,9.681912,55.86159,129,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,8.2015505,33.41395,34.36655,129,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,190.34108,411.49844,46.900795,129,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,2.5581396,6.4193797,66.18695,129,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,7.9069767,25.945736,41.70842,129,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,152.00775,322.65323,47.918877,129,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,dekad,4.6899223,8.865375,69.88576,129,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,1-month,10.449613,24.966667,51.555992,129,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE012,Meru,KE012053,Igembe North,2,,51355,3-month,117.81395,233.22067,51.5547,129,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,3.2941177,8.544118,61.23779,34,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,13.147059,27.540195,55.76814,34,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,119.82353,172.87646,70.174286,34,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,18.647058,25.659803,77.127235,34,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,26.294117,45.488235,61.98299,34,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,124.911766,158.09901,79.65209,34,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,80.411766,31.545097,233.71608,34,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,102.35294,65.74902,151.7377,34,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,161.85294,160.00195,101.121796,34,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,124.35294,44.731373,260.1033,34,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,223.41177,101.93627,213.59616,34,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,270.0588,174.55196,153.19176,34,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,182.05882,103.40882,172.54945,34,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,386.82355,179.68529,212.15741,34,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,447.38232,260.77255,170.2141,34,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,156.52942,107.57255,143.48917,34,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,462.9412,255.71274,179.48535,34,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,599.4706,354.40097,168.18835,34,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,96.05882,121.31078,80.00807,34,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,434.6471,332.29214,130.34608,34,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,671.20593,461.76862,144.86963,34,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,72.32353,66.88529,107.56516,34,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,324.91177,295.76862,109.68956,34,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,738.0295,520.94214,141.2759,34,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,35.794117,46.885296,78.62366,34,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,204.17647,235.08138,87.12732,34,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,769.47064,556.54315,137.91827,34,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,25.058823,40.588234,65.935486,34,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,133.17647,154.35883,86.707756,34,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,791.23535,588.5873,134.13956,34,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,6.7647057,8.772549,85.42141,34,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,67.617645,96.24608,71.72391,34,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,779.353,571.7,136.00711,34,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,6.117647,5.990196,101.15968,34,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,37.941177,55.350983,71.152405,34,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,705.0589,546.1451,128.83339,34,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,8.6470585,6.312745,120.63437,34,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,21.529411,21.07549,101.74079,34,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,589.353,507.72647,115.920105,34,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,10.558824,9.289216,108.88507,34,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,1-month,25.323528,21.592157,114.03185,34,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,3-month,417.85297,413.60687,101.01434,34,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE013,Tharaka-Nithi,KE013060,Nithi,2,,51356,dekad,7.529412,9.305882,87.58223,34,final,2025-07-11,2025-07-20
