location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,5-9,5,9,21488,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,10-14,10,14,23884,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,15-19,15,19,21153,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,20-24,20,24,16256,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,25-29,25,29,13789,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,30-34,30,34,14618,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,35-39,35,39,12283,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,40-44,40,44,10499,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,45-49,45,49,10095,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,50-54,50,54,6737,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,55-59,55,59,7050,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,60-64,60,64,5576,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,65-69,65,69,4848,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,70-74,70,74,4295,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,75-79,75,79,2303,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,80-84,80,84,1874,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,85-89,85,89,1208,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,90-94,90,94,570,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,95-99,95,99,417,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,f,100+,100,None,243,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,0-4,0,4,20169,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,5-9,5,9,21714,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,10-14,10,14,24240,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,15-19,15,19,21548,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,20-24,20,24,15386,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,25-29,25,29,13060,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,30-34,30,34,13294,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,35-39,35,39,12140,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,40-44,40,44,10749,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,45-49,45,49,9895,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,50-54,50,54,7012,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,55-59,55,59,6864,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,60-64,60,64,5531,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,65-69,65,69,4345,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,70-74,70,74,3365,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,75-79,75,79,1780,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,80-84,80,84,1271,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,85-89,85,89,777,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,90-94,90,94,311,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,95-99,95,99,221,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,m,100+,100,None,87,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,0-4,0,4,40384,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,5-9,5,9,43202,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,10-14,10,14,48124,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,15-19,15,19,42701,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,20-24,20,24,31642,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,25-29,25,29,26849,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,30-34,30,34,27912,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,35-39,35,39,24423,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,40-44,40,44,21248,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,45-49,45,49,19990,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,50-54,50,54,13749,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,55-59,55,59,13914,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,60-64,60,64,11107,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,65-69,65,69,9193,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,70-74,70,74,7660,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,75-79,75,79,4083,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,80-84,80,84,3145,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,85-89,85,89,1985,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,90-94,90,94,881,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,95-99,95,99,638,2019-01-01,2019-12-31
KEN,False,True,Tharaka-Nithi,,KE013,Tharaka-Nithi,,,1,all,100+,100,None,330,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,all,None,None,304367,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,all,None,None,304208,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,all,None,None,608575,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,0-4,0,4,30389,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,5-9,5,9,30246,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,10-14,10,14,33553,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,15-19,15,19,30933,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,20-24,20,24,26230,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,25-29,25,29,21978,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,30-34,30,34,23511,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,35-39,35,39,20592,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,40-44,40,44,17609,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,45-49,45,49,15036,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,50-54,50,54,12655,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,55-59,55,59,11553,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,60-64,60,64,7785,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,65-69,65,69,6885,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,70-74,70,74,5652,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,75-79,75,79,3133,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,80-84,80,84,2814,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,85-89,85,89,1664,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,90-94,90,94,1191,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,95-99,95,99,598,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,f,100+,100,None,357,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,0-4,0,4,31158,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,5-9,5,9,30623,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,10-14,10,14,34415,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,15-19,15,19,32531,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,20-24,20,24,26611,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,25-29,25,29,23182,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,30-34,30,34,23223,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,35-39,35,39,21514,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,40-44,40,44,18717,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,45-49,45,49,15450,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,50-54,50,54,12077,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,55-59,55,59,10836,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,60-64,60,64,7389,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,65-69,65,69,6470,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,70-74,70,74,4141,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,75-79,75,79,2220,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,80-84,80,84,1775,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,85-89,85,89,1019,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,90-94,90,94,463,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,95-99,95,99,270,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,m,100+,100,None,120,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,0-4,0,4,61547,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,5-9,5,9,60869,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,10-14,10,14,67968,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,15-19,15,19,63464,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,20-24,20,24,52841,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,25-29,25,29,45160,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,30-34,30,34,46734,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,35-39,35,39,42106,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,40-44,40,44,36326,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,45-49,45,49,30486,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,50-54,50,54,24732,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,55-59,55,59,22389,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,60-64,60,64,15174,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,65-69,65,69,13355,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,70-74,70,74,9793,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,75-79,75,79,5353,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,80-84,80,84,4589,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,85-89,85,89,2683,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,90-94,90,94,1654,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,95-99,95,99,868,2019-01-01,2019-12-31
KEN,False,True,Embu,,KE014,Embu,,,1,all,100+,100,None,477,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,all,None,None,587151,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,all,None,None,549003,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,all,None,None,1136154,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,0-4,0,4,62618,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,5-9,5,9,71465,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,10-14,10,14,85722,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,15-19,15,19,73603,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,20-24,20,24,45732,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,25-29,25,29,36234,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,30-34,30,34,38444,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,35-39,35,39,30672,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,40-44,40,44,27583,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,45-49,45,49,25769,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,50-54,50,54,18102,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,55-59,55,59,15928,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,60-64,60,64,13472,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,65-69,65,69,12418,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,70-74,70,74,11751,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,75-79,75,79,5970,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,80-84,80,84,5325,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,85-89,85,89,2604,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,90-94,90,94,2372,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,95-99,95,99,880,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,f,100+,100,None,481,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,0-4,0,4,63572,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,5-9,5,9,73007,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,10-14,10,14,87724,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,15-19,15,19,77545,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,20-24,20,24,42988,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,25-29,25,29,31275,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,30-34,30,34,30247,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,35-39,35,39,26006,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,40-44,40,44,23761,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,45-49,45,49,21883,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,50-54,50,54,15717,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,55-59,55,59,13776,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,60-64,60,64,11532,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,65-69,65,69,10209,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,70-74,70,74,7705,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,75-79,75,79,4549,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,80-84,80,84,3591,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,85-89,85,89,1876,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,90-94,90,94,1206,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,95-99,95,99,558,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,m,100+,100,None,272,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,0-4,0,4,126190,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,5-9,5,9,144472,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,10-14,10,14,173446,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,15-19,15,19,151148,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,20-24,20,24,88720,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,25-29,25,29,67509,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,30-34,30,34,68691,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,35-39,35,39,56678,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,40-44,40,44,51344,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,45-49,45,49,47652,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,50-54,50,54,33819,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,55-59,55,59,29704,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,60-64,60,64,25004,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,65-69,65,69,22627,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,70-74,70,74,19456,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,75-79,75,79,10519,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,80-84,80,84,8916,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,85-89,85,89,4480,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,90-94,90,94,3578,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,95-99,95,99,1438,2019-01-01,2019-12-31
KEN,False,True,Kitui,,KE015,Kitui,,,1,all,100+,100,None,753,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,all,None,None,711191,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,all,None,None,710707,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,all,None,None,1421898,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,0-4,0,4,72770,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,5-9,5,9,74089,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,10-14,10,14,82134,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,15-19,15,19,71840,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,20-24,20,24,65975,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,25-29,25,29,58769,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,30-34,30,34,57783,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,35-39,35,39,47027,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,40-44,40,44,40046,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,45-49,45,49,30876,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,50-54,50,54,23562,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,55-59,55,59,21631,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,60-64,60,64,18549,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,65-69,65,69,15250,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,70-74,70,74,10993,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,75-79,75,79,6914,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,80-84,80,84,5364,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,85-89,85,89,3267,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,90-94,90,94,2510,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,95-99,95,99,1193,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,f,100+,100,None,643,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,0-4,0,4,74088,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,5-9,5,9,76471,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,10-14,10,14,84081,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,15-19,15,19,75280,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,20-24,20,24,65216,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,25-29,25,29,58218,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,30-34,30,34,56392,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,35-39,35,39,48810,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,40-44,40,44,41665,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,45-49,45,49,34014,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,50-54,50,54,23944,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,55-59,55,59,20955,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,60-64,60,64,18177,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,65-69,65,69,12831,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,70-74,70,74,8979,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,75-79,75,79,4167,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,80-84,80,84,3572,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,85-89,85,89,1799,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,90-94,90,94,1175,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,95-99,95,99,579,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,m,100+,100,None,282,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,0-4,0,4,146858,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,5-9,5,9,150560,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,10-14,10,14,166215,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,15-19,15,19,147120,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,20-24,20,24,131191,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,25-29,25,29,116987,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,30-34,30,34,114175,2019-01-01,2019-12-31
KEN,False,True,Machakos,,KE016,Machakos,,,1,all,35-39,35,39,95837,2019-01-01,2019-12-31
