pcode,county,year_month,price_beans,price_maize
KE023,Turkana,2010-12,,42.29
KE023,Turkana,2011-01,,44.0
KE023,Turkana,2011-02,,42.6
KE023,Turkana,2011-03,,46.0
KE023,Turkana,2011-04,,54.9
KE023,Turkana,2011-05,,60.0
KE023,Turkana,2011-06,,64.0
KE023,Turkana,2011-07,,74.8
KE023,Turkana,2011-08,,72.73
KE023,Turkana,2011-09,,65.55
KE023,Turkana,2011-10,,64.3
KE023,Turkana,2011-11,,64.23
KE023,Turkana,2011-12,,64.58
KE023,Turkana,2012-01,,61.35
KE023,Turkana,2012-02,,56.0
KE023,Turkana,2012-03,,54.98
KE023,Turkana,2012-04,,60.13
KE023,Turkana,2012-05,,58.75
KE023,Turkana,2012-06,,58.65
KE023,Turkana,2012-07,,68.2
KE023,Turkana,2012-08,,62.55
KE023,Turkana,2012-09,,66.0
KE023,Turkana,2012-10,,76.62
KE023,Turkana,2012-11,,78.02
KE023,Turkana,2012-12,,81.83
KE023,Turkana,2013-01,,75.8
KE023,Turkana,2013-02,,78.78
KE023,Turkana,2013-03,,82.7
KE023,Turkana,2013-04,,87.8
KE023,Turkana,2013-05,,84.75
KE023,Turkana,2013-06,,86.35
KE023,Turkana,2013-07,,76.5
KE023,Turkana,2013-08,,76.04
KE023,Turkana,2013-09,,71.88
KE023,Turkana,2013-10,,74.17
KE023,Turkana,2013-11,,74.58
KE023,Turkana,2013-12,,71.93
KE023,Turkana,2014-01,,84.0
KE023,Turkana,2014-02,,78.05
KE023,Turkana,2014-04,,70.1
KE023,Turkana,2014-05,,75.02
KE023,Turkana,2014-06,,81.83
KE023,Turkana,2014-07,,77.1
KE023,Turkana,2014-08,,80.78
KE023,Turkana,2014-09,,71.55
KE023,Turkana,2014-10,,75.0
KE023,Turkana,2014-11,,72.0
KE023,Turkana,2014-12,,79.0
KE023,Turkana,2015-01,,82.0
KE023,Turkana,2015-02,,74.0
KE023,Turkana,2015-03,,70.0
KE023,Turkana,2015-04,,78.0
KE023,Turkana,2015-05,,69.0
KE023,Turkana,2015-06,,73.0
KE023,Turkana,2015-07,,75.0
KE023,Turkana,2015-08,,82.0
KE023,Turkana,2015-09,,76.0
KE023,Turkana,2015-10,,79.0
KE023,Turkana,2015-11,,78.0
KE023,Turkana,2015-12,,81.0
KE023,Turkana,2016-01,,81.0
KE023,Turkana,2016-02,,75.0
KE023,Turkana,2016-03,,76.0
KE023,Turkana,2016-05,,84.0
KE023,Turkana,2016-06,,75.0
KE023,Turkana,2016-07,,75.0
KE023,Turkana,2016-08,,69.0
KE023,Turkana,2016-09,,71.0
KE023,Turkana,2016-10,,73.0
KE023,Turkana,2016-11,,74.0
KE023,Turkana,2016-12,,77.0
KE023,Turkana,2017-01,,87.0
KE023,Turkana,2017-02,,82.0
KE023,Turkana,2017-03,,90.7
KE023,Turkana,2017-04,,92.6
KE023,Turkana,2017-05,,98.0
KE023,Turkana,2017-06,,100.0
KE023,Turkana,2017-07,,91.0
KE023,Turkana,2017-08,,88.0
KE023,Turkana,2017-09,,87.0
KE023,Turkana,2017-10,,81.0
KE023,Turkana,2017-11,,80.0
KE023,Turkana,2017-12,,81.0
KE023,Turkana,2018-01,,82.0
KE023,Turkana,2018-02,,85.5
KE023,Turkana,2018-03,,86.3
KE023,Turkana,2018-04,,85.0
KE023,Turkana,2018-05,,84.0
KE023,Turkana,2018-06,,83.0
KE023,Turkana,2018-07,,81.0
KE023,Turkana,2018-08,,59.0
KE023,Turkana,2018-09,,63.0
KE023,Turkana,2018-10,,61.0
KE023,Turkana,2018-11,,62.0
KE023,Turkana,2018-12,,60.0
KE023,Turkana,2019-01,,66.0
KE023,Turkana,2019-02,,64.8
KE023,Turkana,2019-03,,61.0
KE023,Turkana,2019-04,,61.0
KE023,Turkana,2019-05,,66.0
KE023,Turkana,2019-06,,63.0
KE023,Turkana,2019-07,,66.7
KE023,Turkana,2019-08,,67.1
KE023,Turkana,2019-09,,66.3
KE023,Turkana,2019-10,,67.0
KE023,Turkana,2019-11,,64.0
KE023,Turkana,2019-12,,65.0
KE023,Turkana,2020-01,,64.0
KE023,Turkana,2020-02,,64.0
KE023,Turkana,2020-04,,60.0
KE023,Turkana,2020-05,,70.0
KE023,Turkana,2020-06,,69.0
KE023,Turkana,2020-07,,71.0
KE023,Turkana,2020-08,,70.0
KE023,Turkana,2020-09,,70.0
KE023,Turkana,2020-10,,68.0
KE023,Turkana,2020-11,,65.0
KE023,Turkana,2020-12,,65.0
KE023,Turkana,2023-12,177.42307692307693,99.45588235294117
KE023,Turkana,2024-03,167.43243243243242,89.4186046511628
KE023,Turkana,2024-06,155.40277777777777,86.14772727272727
KE023,Turkana,2024-09,144.9268292682927,84.08823529411765
KE023,Turkana,2025-03,151.0909090909091,87.0
KE023,Turkana,2025-06,135.5,78.54545454545455
KE023,Turkana,2025-09,135.16666666666666,86.35714285714286
KE023,Turkana,2025-12,122.0,63.2
KE008,Wajir,2023-12,214.0,104.25
KE008,Wajir,2024-03,190.57142857142858,112.85714285714286
KE008,Wajir,2024-06,162.0,99.0
KE008,Wajir,2024-09,168.0,90.71428571428571
KE008,Wajir,2025-03,146.5,87.5
KE008,Wajir,2025-09,153.5,79.0
KE008,Wajir,2025-12,139.33333333333334,74.0
