pcode,county,year_month,ipc_phase,population_in_phase,population_fraction_in_phase
KE015,Kitui,2021-02,5,0,0.0
KE015,Kitui,2021-02,all,1136187,1.0
KE015,Kitui,2021-07,1,568094,0.5
KE015,Kitui,2021-07,2,454475,0.4
KE015,Kitui,2021-07,3,113619,0.1
KE015,Kitui,2021-07,3+,113619,0.1
KE015,Kitui,2021-07,4,0,0.0
KE015,Kitui,2021-07,5,0,0.0
KE015,Kitui,2021-07,all,1136187,1.0
KE015,Kitui,2022-02,1,624903,0.55
KE015,Kitui,2022-02,2,284047,0.25
KE015,Kitui,2022-02,3,170428,0.15
KE015,Kitui,2022-02,3+,227237,0.2
KE015,Kitui,2022-02,4,56809,0.05
KE015,Kitui,2022-02,5,0,0.0
KE015,Kitui,2022-02,all,1136187,1.0
KE015,Kitui,2022-07,1,568094,0.5
KE015,Kitui,2022-07,2,284047,0.25
KE015,Kitui,2022-07,3,227237,0.2
KE015,Kitui,2022-07,3+,284046,0.25
KE015,Kitui,2022-07,4,56809,0.05
KE015,Kitui,2022-07,5,0,0.0
KE015,Kitui,2022-07,all,1136187,1.0
KE015,Kitui,2023-02,1,614895,0.5
KE015,Kitui,2023-02,2,307448,0.25
KE015,Kitui,2023-02,3,245958,0.2
KE015,Kitui,2023-02,3+,307448,0.25
KE015,Kitui,2023-02,4,61490,0.05
KE015,Kitui,2023-02,5,0,0.0
KE015,Kitui,2023-02,all,1229790,1.0
KE015,Kitui,2023-07,1,676500,0.55
KE015,Kitui,2023-07,2,369000,0.3
KE015,Kitui,2023-07,3,184500,0.15
KE015,Kitui,2023-07,3+,184500,0.15
KE015,Kitui,2023-07,4,0,0.0
KE015,Kitui,2023-07,5,0,0.0
KE015,Kitui,2023-07,all,1230000,1.0
KE015,Kitui,2024-02,1,984000,0.8
KE015,Kitui,2024-02,2,246000,0.2
KE015,Kitui,2024-02,3,0,0.0
KE015,Kitui,2024-02,3+,0,0.0
KE015,Kitui,2024-02,4,0,0.0
KE015,Kitui,2024-02,5,0,0.0
KE015,Kitui,2024-02,all,1230000,1.0
KE015,Kitui,2024-07,1,922500,0.75
KE015,Kitui,2024-07,2,307500,0.25
KE015,Kitui,2024-07,3,0,0.0
KE015,Kitui,2024-07,3+,0,0.0
KE015,Kitui,2024-07,4,0,0.0
KE015,Kitui,2024-07,5,0,0.0
KE015,Kitui,2024-07,all,1230000,1.0
KE015,Kitui,2025-02,1,799500,0.65
KE015,Kitui,2025-02,2,369000,0.3
KE015,Kitui,2025-02,3,61500,0.05
KE015,Kitui,2025-02,3+,61500,0.05
KE015,Kitui,2025-02,4,0,0.0
KE015,Kitui,2025-02,5,0,0.0
KE015,Kitui,2025-02,all,1230000,1.0
KE015,Kitui,2025-07,1,553500,0.45
KE015,Kitui,2025-07,2,553500,0.45
KE015,Kitui,2025-07,3,123000,0.1
KE015,Kitui,2025-07,3+,123000,0.1
KE015,Kitui,2025-07,4,0,0.0
KE015,Kitui,2025-07,5,0,0.0
KE015,Kitui,2025-07,all,1230000,1.0
KE002,Kwale,2019-07,1,287070,0.35
KE002,Kwale,2019-07,2,410100,0.5
KE002,Kwale,2019-07,3,123030,0.15
KE002,Kwale,2019-07,3+,123030,0.15
KE002,Kwale,2019-07,4,0,0.0
KE002,Kwale,2019-07,5,0,0.0
KE002,Kwale,2019-07,all,820199,1.0
KE002,Kwale,2020-02,1,476751,0.55
KE002,Kwale,2020-02,2,260046,0.3
KE002,Kwale,2020-02,3,86682,0.1
KE002,Kwale,2020-02,3+,130023,0.15
KE002,Kwale,2020-02,4,43341,0.05
KE002,Kwale,2020-02,5,0,0.0
KE002,Kwale,2020-02,all,866820,1.0
KE002,Kwale,2020-08,1,520092,0.6
KE002,Kwale,2020-08,2,303387,0.35
KE002,Kwale,2020-08,3,43341,0.05
KE002,Kwale,2020-08,3+,43341,0.05
KE002,Kwale,2020-08,4,0,0.0
KE002,Kwale,2020-08,5,0,0.0
KE002,Kwale,2020-08,all,866820,1.0
KE002,Kwale,2021-02,1,433410,0.5
KE002,Kwale,2021-02,2,346728,0.4
KE002,Kwale,2021-02,3,86682,0.1
KE002,Kwale,2021-02,3+,86682,0.1
KE002,Kwale,2021-02,4,0,0.0
KE002,Kwale,2021-02,5,0,0.0
KE002,Kwale,2021-02,all,866820,1.0
KE002,Kwale,2021-07,1,433410,0.5
KE002,Kwale,2021-07,2,346728,0.4
KE002,Kwale,2021-07,3,86682,0.1
KE002,Kwale,2021-07,3+,86682,0.1
KE002,Kwale,2021-07,4,0,0.0
KE002,Kwale,2021-07,5,0,0.0
KE002,Kwale,2021-07,all,866820,1.0
KE002,Kwale,2022-02,1,433410,0.5
KE002,Kwale,2022-02,2,303387,0.35
KE002,Kwale,2022-02,3,130023,0.15
KE002,Kwale,2022-02,3+,130023,0.15
KE002,Kwale,2022-02,4,0,0.0
KE002,Kwale,2022-02,5,0,0.0
KE002,Kwale,2022-02,all,866820,1.0
KE002,Kwale,2022-07,1,433410,0.5
KE002,Kwale,2022-07,2,346728,0.4
KE002,Kwale,2022-07,3,86682,0.1
KE002,Kwale,2022-07,3+,86682,0.1
KE002,Kwale,2022-07,4,0,0.0
KE002,Kwale,2022-07,5,0,0.0
KE002,Kwale,2022-07,all,866820,1.0
KE002,Kwale,2023-02,1,377786,0.4
KE002,Kwale,2023-02,2,472232,0.5
KE002,Kwale,2023-02,3,94446,0.1
KE002,Kwale,2023-02,3+,94446,0.1
KE002,Kwale,2023-02,4,0,0.0
KE002,Kwale,2023-02,5,0,0.0
KE002,Kwale,2023-02,all,944464,1.0
KE002,Kwale,2023-07,1,377600,0.4
KE002,Kwale,2023-07,2,519200,0.55
KE002,Kwale,2023-07,3,47200,0.05
KE002,Kwale,2023-07,3+,47200,0.05
KE002,Kwale,2023-07,4,0,0.0
KE002,Kwale,2023-07,5,0,0.0
KE002,Kwale,2023-07,all,944000,1.0
KE002,Kwale,2024-02,1,472000,0.5
KE002,Kwale,2024-02,2,330400,0.35
KE002,Kwale,2024-02,3,94400,0.1
KE002,Kwale,2024-02,3+,141600,0.15
KE002,Kwale,2024-02,4,47200,0.05
KE002,Kwale,2024-02,5,0,0.0
KE002,Kwale,2024-02,all,944000,1.0
KE002,Kwale,2024-07,1,472000,0.5
KE002,Kwale,2024-07,2,424800,0.45
KE002,Kwale,2024-07,3,47200,0.05
KE002,Kwale,2024-07,3+,47200,0.05
KE002,Kwale,2024-07,4,0,0.0
KE002,Kwale,2024-07,5,0,0.0
KE002,Kwale,2024-07,all,944000,1.0
KE002,Kwale,2025-02,1,330400,0.35
KE002,Kwale,2025-02,2,472000,0.5
KE002,Kwale,2025-02,3,141600,0.15
KE002,Kwale,2025-02,3+,141600,0.15
KE002,Kwale,2025-02,4,0,0.0
KE002,Kwale,2025-02,5,0,0.0
KE002,Kwale,2025-02,all,944000,1.0
KE002,Kwale,2025-07,1,519200,0.55
KE002,Kwale,2025-07,2,330400,0.35
KE002,Kwale,2025-07,3,94400,0.1
KE002,Kwale,2025-07,3+,94400,0.1
KE002,Kwale,2025-07,4,0,0.0
KE002,Kwale,2025-07,5,0,0.0
KE002,Kwale,2025-07,all,944000,1.0
KE031,Laikipia,2019-07,1,252856,0.5
KE031,Laikipia,2019-07,2,202285,0.4
KE031,Laikipia,2019-07,3,50571,0.1
KE031,Laikipia,2019-07,3+,50571,0.1
KE031,Laikipia,2019-07,4,0,0.0
KE031,Laikipia,2019-07,5,0,0.0
KE031,Laikipia,2019-07,all,505712,1.0
KE031,Laikipia,2020-02,1,311136,0.6
KE031,Laikipia,2020-02,2,181496,0.35
KE031,Laikipia,2020-02,3,25928,0.05
KE031,Laikipia,2020-02,3+,25928,0.05
KE031,Laikipia,2020-02,4,0,0.0
KE031,Laikipia,2020-02,5,0,0.0
KE031,Laikipia,2020-02,all,518560,1.0
KE031,Laikipia,2020-08,1,337064,0.65
KE031,Laikipia,2020-08,2,181496,0.35
KE031,Laikipia,2020-08,3,0,0.0
KE031,Laikipia,2020-08,3+,0,0.0
KE031,Laikipia,2020-08,4,0,0.0
KE031,Laikipia,2020-08,5,0,0.0
KE031,Laikipia,2020-08,all,518560,1.0
KE031,Laikipia,2021-02,1,440776,0.85
KE031,Laikipia,2021-02,2,51856,0.1
KE031,Laikipia,2021-02,3,25928,0.05
KE031,Laikipia,2021-02,3+,25928,0.05
KE031,Laikipia,2021-02,4,0,0.0
KE031,Laikipia,2021-02,5,0,0.0
KE031,Laikipia,2021-02,all,518560,1.0
KE031,Laikipia,2021-07,1,259280,0.5
KE031,Laikipia,2021-07,2,233352,0.45
KE031,Laikipia,2021-07,3,25928,0.05
KE031,Laikipia,2021-07,3+,25928,0.05
KE031,Laikipia,2021-07,4,0,0.0
KE031,Laikipia,2021-07,5,0,0.0
KE031,Laikipia,2021-07,all,518560,1.0
KE031,Laikipia,2022-02,1,207424,0.4
KE031,Laikipia,2022-02,2,259280,0.5
KE031,Laikipia,2022-02,3,51856,0.1
KE031,Laikipia,2022-02,3+,51856,0.1
KE031,Laikipia,2022-02,4,0,0.0
KE031,Laikipia,2022-02,5,0,0.0
KE031,Laikipia,2022-02,all,518560,1.0
KE031,Laikipia,2022-07,1,155568,0.3
KE031,Laikipia,2022-07,2,233352,0.45
KE031,Laikipia,2022-07,3,103712,0.2
KE031,Laikipia,2022-07,3+,129640,0.25
KE031,Laikipia,2022-07,4,25928,0.05
KE031,Laikipia,2022-07,5,0,0.0
KE031,Laikipia,2022-07,all,518560,1.0
KE031,Laikipia,2023-02,1,196428,0.35
KE031,Laikipia,2023-02,2,280612,0.5
KE031,Laikipia,2023-02,3,84183,0.15
KE031,Laikipia,2023-02,3+,84183,0.15
KE031,Laikipia,2023-02,4,0,0.0
KE031,Laikipia,2023-02,5,0,0.0
KE031,Laikipia,2023-02,all,561223,1.0
KE031,Laikipia,2023-07,1,196350,0.35
KE031,Laikipia,2023-07,2,308550,0.55
KE031,Laikipia,2023-07,3,56100,0.1
KE031,Laikipia,2023-07,3+,56100,0.1
KE031,Laikipia,2023-07,4,0,0.0
KE031,Laikipia,2023-07,5,0,0.0
KE031,Laikipia,2023-07,all,561000,1.0
KE031,Laikipia,2024-02,1,280500,0.5
KE031,Laikipia,2024-02,2,224400,0.4
KE031,Laikipia,2024-02,3,56100,0.1
KE031,Laikipia,2024-02,3+,56100,0.1
KE031,Laikipia,2024-02,4,0,0.0
KE031,Laikipia,2024-02,5,0,0.0
KE031,Laikipia,2024-02,all,561000,1.0
KE031,Laikipia,2024-07,1,392700,0.7
KE031,Laikipia,2024-07,2,140250,0.25
KE031,Laikipia,2024-07,3,28050,0.05
KE031,Laikipia,2024-07,3+,28050,0.05
KE031,Laikipia,2024-07,4,0,0.0
KE031,Laikipia,2024-07,5,0,0.0
KE031,Laikipia,2024-07,all,561000,1.0
KE031,Laikipia,2025-02,1,364650,0.65
KE031,Laikipia,2025-02,2,168300,0.3
KE031,Laikipia,2025-02,3,28050,0.05
KE031,Laikipia,2025-02,3+,28050,0.05
KE031,Laikipia,2025-02,4,0,0.0
KE031,Laikipia,2025-02,5,0,0.0
KE031,Laikipia,2025-02,all,561000,1.0
KE031,Laikipia,2025-07,1,224400,0.4
KE031,Laikipia,2025-07,2,308550,0.55
KE031,Laikipia,2025-07,3,28050,0.05
KE031,Laikipia,2025-07,3+,28050,0.05
KE031,Laikipia,2025-07,4,0,0.0
KE031,Laikipia,2025-07,5,0,0.0
KE031,Laikipia,2025-07,all,561000,1.0
KE005,Lamu,2019-07,1,38443,0.3
KE005,Lamu,2019-07,2,64072,0.5
KE005,Lamu,2019-07,3,25629,0.2
KE005,Lamu,2019-07,3+,25629,0.2
KE005,Lamu,2019-07,4,0,0.0
KE005,Lamu,2019-07,5,0,0.0
KE005,Lamu,2019-07,all,128144,1.0
KE005,Lamu,2020-02,1,86352,0.6
KE005,Lamu,2020-02,2,43176,0.3
KE005,Lamu,2020-02,3,14392,0.1
KE005,Lamu,2020-02,3+,14392,0.1
KE005,Lamu,2020-02,4,0,0.0
KE005,Lamu,2020-02,5,0,0.0
KE005,Lamu,2020-02,all,143920,1.0
KE005,Lamu,2020-08,1,57568,0.4
KE005,Lamu,2020-08,2,79156,0.55
KE005,Lamu,2020-08,3,7196,0.05
KE005,Lamu,2020-08,3+,7196,0.05
KE005,Lamu,2020-08,4,0,0.0
KE005,Lamu,2020-08,5,0,0.0
KE005,Lamu,2020-08,all,143920,1.0
KE005,Lamu,2021-02,1,57568,0.4
KE005,Lamu,2021-02,2,64764,0.45
KE005,Lamu,2021-02,3,21588,0.15
KE005,Lamu,2021-02,3+,21588,0.15
KE005,Lamu,2021-02,4,0,0.0
KE005,Lamu,2021-02,5,0,0.0
KE005,Lamu,2021-02,all,143920,1.0
KE005,Lamu,2021-07,1,50372,0.35
KE005,Lamu,2021-07,2,79156,0.55
KE005,Lamu,2021-07,3,14392,0.1
KE005,Lamu,2021-07,3+,14392,0.1
KE005,Lamu,2021-07,4,0,0.0
KE005,Lamu,2021-07,5,0,0.0
KE005,Lamu,2021-07,all,143920,1.0
KE005,Lamu,2022-02,1,57568,0.4
KE005,Lamu,2022-02,2,64764,0.45
KE005,Lamu,2022-02,3,14392,0.1
KE005,Lamu,2022-02,3+,21588,0.15
KE005,Lamu,2022-02,4,7196,0.05
KE005,Lamu,2022-02,5,0,0.0
KE005,Lamu,2022-02,all,143920,1.0
KE005,Lamu,2022-07,1,71960,0.5
KE005,Lamu,2022-07,2,57568,0.4
KE005,Lamu,2022-07,3,14392,0.1
KE005,Lamu,2022-07,3+,14392,0.1
KE005,Lamu,2022-07,4,0,0.0
KE005,Lamu,2022-07,5,0,0.0
KE005,Lamu,2022-07,all,143920,1.0
KE005,Lamu,2023-02,1,100399,0.6
KE005,Lamu,2023-02,2,50200,0.3
KE005,Lamu,2023-02,3,16733,0.1
KE005,Lamu,2023-02,3+,16733,0.1
KE005,Lamu,2023-02,4,0,0.0
KE005,Lamu,2023-02,5,0,0.0
KE005,Lamu,2023-02,all,167332,1.0
KE005,Lamu,2023-07,1,100200,0.6
KE005,Lamu,2023-07,2,58450,0.35
KE005,Lamu,2023-07,3,8350,0.05
KE005,Lamu,2023-07,3+,8350,0.05
KE005,Lamu,2023-07,4,0,0.0
KE005,Lamu,2023-07,5,0,0.0
KE005,Lamu,2023-07,all,167000,1.0
KE005,Lamu,2024-02,1,58450,0.35
KE005,Lamu,2024-02,2,91850,0.55
KE005,Lamu,2024-02,3,16700,0.1
KE005,Lamu,2024-02,3+,16700,0.1
KE005,Lamu,2024-02,4,0,0.0
KE005,Lamu,2024-02,5,0,0.0
KE005,Lamu,2024-02,all,167000,1.0
KE005,Lamu,2024-07,1,66800,0.4
KE005,Lamu,2024-07,2,91850,0.55
KE005,Lamu,2024-07,3,8350,0.05
KE005,Lamu,2024-07,3+,8350,0.05
KE005,Lamu,2024-07,4,0,0.0
KE005,Lamu,2024-07,5,0,0.0
KE005,Lamu,2024-07,all,167000,1.0
KE005,Lamu,2025-02,1,58449,0.35
KE005,Lamu,2025-02,2,91850,0.55
KE005,Lamu,2025-02,3,16700,0.1
KE005,Lamu,2025-02,3+,16700,0.1
KE005,Lamu,2025-02,4,0,0.0
KE005,Lamu,2025-02,5,0,0.0
KE005,Lamu,2025-02,all,167000,1.0
KE005,Lamu,2025-07,1,41750,0.25
KE005,Lamu,2025-07,2,100200,0.6
KE005,Lamu,2025-07,3,25050,0.15
KE005,Lamu,2025-07,3+,25050,0.15
KE005,Lamu,2025-07,4,0,0.0
KE005,Lamu,2025-07,5,0,0.0
KE005,Lamu,2025-07,all,167000,1.0
KE016,Machakos,2023-02,1,0,0.0
KE016,Machakos,2023-02,2,0,0.0
KE016,Machakos,2023-02,3,0,0.0
KE016,Machakos,2023-02,3+,0,0.0
KE016,Machakos,2023-02,4,0,0.0
KE016,Machakos,2023-02,5,0,0.0
KE016,Machakos,2023-02,all,550683,1.0
KE017,Makueni,2019-07,1,191804,0.2
KE017,Makueni,2019-07,2,575413,0.6
KE017,Makueni,2019-07,3,191804,0.2
KE017,Makueni,2019-07,3+,191804,0.2
KE017,Makueni,2019-07,4,0,0.0
KE017,Makueni,2019-07,5,0,0.0
KE017,Makueni,2019-07,all,959022,1.0
KE017,Makueni,2020-02,1,839505,0.85
KE017,Makueni,2020-02,2,98765,0.1
KE017,Makueni,2020-02,3,49383,0.05
KE017,Makueni,2020-02,3+,49383,0.05
KE017,Makueni,2020-02,4,0,0.0
KE017,Makueni,2020-02,5,0,0.0
KE017,Makueni,2020-02,all,987653,1.0
KE017,Makueni,2020-08,1,691357,0.7
KE017,Makueni,2020-08,2,296296,0.3
KE017,Makueni,2020-08,3,0,0.0
KE017,Makueni,2020-08,3+,0,0.0
KE017,Makueni,2020-08,4,0,0.0
KE017,Makueni,2020-08,5,0,0.0
KE017,Makueni,2020-08,all,987653,1.0
KE017,Makueni,2021-02,1,592592,0.6
KE017,Makueni,2021-02,2,345679,0.35
KE017,Makueni,2021-02,3,49383,0.05
KE017,Makueni,2021-02,3+,49383,0.05
KE017,Makueni,2021-02,4,0,0.0
KE017,Makueni,2021-02,5,0,0.0
KE017,Makueni,2021-02,all,987653,1.0
KE017,Makueni,2021-07,1,444444,0.45
KE017,Makueni,2021-07,2,444444,0.45
KE017,Makueni,2021-07,3,98765,0.1
KE017,Makueni,2021-07,3+,98765,0.1
KE017,Makueni,2021-07,4,0,0.0
KE017,Makueni,2021-07,5,0,0.0
KE017,Makueni,2021-07,all,987653,1.0
KE017,Makueni,2022-02,1,592592,0.6
KE017,Makueni,2022-02,2,296296,0.3
KE017,Makueni,2022-02,3,98765,0.1
KE017,Makueni,2022-02,3+,98765,0.1
KE017,Makueni,2022-02,4,0,0.0
KE017,Makueni,2022-02,5,0,0.0
KE017,Makueni,2022-02,all,987653,1.0
KE017,Makueni,2022-07,1,493827,0.5
KE017,Makueni,2022-07,2,296296,0.3
KE017,Makueni,2022-07,3,148148,0.15
KE017,Makueni,2022-07,3+,197531,0.2
KE017,Makueni,2022-07,4,49383,0.05
KE017,Makueni,2022-07,5,0,0.0
KE017,Makueni,2022-07,all,987653,1.0
KE017,Makueni,2023-02,1,521150,0.5
KE017,Makueni,2023-02,2,312690,0.3
KE017,Makueni,2023-02,3,208460,0.2
KE017,Makueni,2023-02,3+,208460,0.2
KE017,Makueni,2023-02,4,0,0.0
KE017,Makueni,2023-02,5,0,0.0
KE017,Makueni,2023-02,all,1042300,1.0
KE017,Makueni,2023-07,1,573100,0.55
KE017,Makueni,2023-07,2,312600,0.3
KE017,Makueni,2023-07,3,156300,0.15
KE017,Makueni,2023-07,3+,156300,0.15
KE017,Makueni,2023-07,4,0,0.0
KE017,Makueni,2023-07,5,0,0.0
KE017,Makueni,2023-07,all,1042000,1.0
KE017,Makueni,2024-02,1,416800,0.4
KE017,Makueni,2024-02,2,468900,0.45
KE017,Makueni,2024-02,3,156300,0.15
KE017,Makueni,2024-02,3+,156300,0.15
KE017,Makueni,2024-02,4,0,0.0
KE017,Makueni,2024-02,5,0,0.0
KE017,Makueni,2024-02,all,1042000,1.0
KE017,Makueni,2024-07,1,729400,0.7
KE017,Makueni,2024-07,2,260500,0.25
KE017,Makueni,2024-07,3,52100,0.05
KE017,Makueni,2024-07,3+,52100,0.05
KE017,Makueni,2024-07,4,0,0.0
KE017,Makueni,2024-07,5,0,0.0
KE017,Makueni,2024-07,all,1042000,1.0
KE017,Makueni,2025-02,1,625200,0.6
KE017,Makueni,2025-02,2,312600,0.3
KE017,Makueni,2025-02,3,104200,0.1
KE017,Makueni,2025-02,3+,104200,0.1
KE017,Makueni,2025-02,4,0,0.0
KE017,Makueni,2025-02,5,0,0.0
KE017,Makueni,2025-02,all,1042000,1.0
KE017,Makueni,2025-07,1,677300,0.65
KE017,Makueni,2025-07,2,312600,0.3
KE017,Makueni,2025-07,3,52100,0.05
KE017,Makueni,2025-07,3+,52100,0.05
KE017,Makueni,2025-07,4,0,0.0
KE017,Makueni,2025-07,5,0,0.0
KE017,Makueni,2025-07,all,1042000,1.0
KE009,Mandera,2019-07,1,142223,0.2
KE009,Mandera,2019-07,2,320003,0.45
KE009,Mandera,2019-07,3,177779,0.25
KE009,Mandera,2019-07,3+,248891,0.35
KE009,Mandera,2019-07,4,71112,0.1
KE009,Mandera,2019-07,5,0,0.0
KE009,Mandera,2019-07,all,711117,1.0
KE009,Mandera,2020-02,1,433729,0.5
KE009,Mandera,2020-02,2,303610,0.35
KE009,Mandera,2020-02,3,86746,0.1
KE009,Mandera,2020-02,3+,130119,0.15
KE009,Mandera,2020-02,4,43373,0.05
KE009,Mandera,2020-02,5,0,0.0
KE009,Mandera,2020-02,all,867457,1.0
KE009,Mandera,2020-08,1,346983,0.4
KE009,Mandera,2020-08,2,390356,0.45
KE009,Mandera,2020-08,3,86746,0.1
KE009,Mandera,2020-08,3+,130119,0.15
KE009,Mandera,2020-08,4,43373,0.05
KE009,Mandera,2020-08,5,0,0.0
KE009,Mandera,2020-08,all,867457,1.0
KE009,Mandera,2021-02,1,346983,0.4
KE009,Mandera,2021-02,2,346983,0.4
KE009,Mandera,2021-02,3,130119,0.15
KE009,Mandera,2021-02,3+,173492,0.2
KE009,Mandera,2021-02,4,43373,0.05
KE009,Mandera,2021-02,5,0,0.0
KE009,Mandera,2021-02,all,867457,1.0
KE009,Mandera,2021-07,1,346983,0.4
KE009,Mandera,2021-07,2,346983,0.4
KE009,Mandera,2021-07,3,130119,0.15
KE009,Mandera,2021-07,3+,173492,0.2
KE009,Mandera,2021-07,4,43373,0.05
KE009,Mandera,2021-07,5,0,0.0
KE009,Mandera,2021-07,all,867457,1.0
KE009,Mandera,2022-02,1,260237,0.3
KE009,Mandera,2022-02,2,303610,0.35
KE009,Mandera,2022-02,3,216864,0.25
KE009,Mandera,2022-02,3+,303610,0.35
KE009,Mandera,2022-02,4,86746,0.1
KE009,Mandera,2022-02,5,0,0.0
KE009,Mandera,2022-02,all,867457,1.0
KE009,Mandera,2022-07,1,216864,0.25
KE009,Mandera,2022-07,2,260237,0.3
KE009,Mandera,2022-07,3,260237,0.3
KE009,Mandera,2022-07,3+,390356,0.45
KE009,Mandera,2022-07,4,130119,0.15
KE009,Mandera,2022-07,5,0,0.0
KE009,Mandera,2022-07,all,867457,1.0
KE009,Mandera,2023-02,1,191847,0.2
KE009,Mandera,2023-02,2,239809,0.25
KE009,Mandera,2023-02,3,383694,0.4
KE009,Mandera,2023-02,3+,527579,0.55
KE009,Mandera,2023-02,4,143885,0.15
KE009,Mandera,2023-02,5,0,0.0
KE009,Mandera,2023-02,all,959236,1.0
KE009,Mandera,2023-07,1,239750,0.25
KE009,Mandera,2023-07,2,431550,0.45
KE009,Mandera,2023-07,3,191800,0.2
KE009,Mandera,2023-07,3+,287700,0.3
KE009,Mandera,2023-07,4,95900,0.1
KE009,Mandera,2023-07,5,0,0.0
KE009,Mandera,2023-07,all,959000,1.0
KE009,Mandera,2024-02,1,335650,0.35
KE009,Mandera,2024-02,2,431550,0.45
KE009,Mandera,2024-02,3,143850,0.15
KE009,Mandera,2024-02,3+,191800,0.2
KE009,Mandera,2024-02,4,47950,0.05
KE009,Mandera,2024-02,5,0,0.0
KE009,Mandera,2024-02,all,959000,1.0
KE009,Mandera,2024-07,1,383600,0.4
KE009,Mandera,2024-07,2,479500,0.5
KE009,Mandera,2024-07,3,95900,0.1
KE009,Mandera,2024-07,3+,95900,0.1
KE009,Mandera,2024-07,4,0,0.0
KE009,Mandera,2024-07,5,0,0.0
KE009,Mandera,2024-07,all,959000,1.0
KE009,Mandera,2025-02,1,239750,0.25
KE009,Mandera,2025-02,2,431550,0.45
KE009,Mandera,2025-02,3,239750,0.25
KE009,Mandera,2025-02,3+,287700,0.3
KE009,Mandera,2025-02,4,47950,0.05
KE009,Mandera,2025-02,5,0,0.0
KE009,Mandera,2025-02,all,959000,1.0
KE009,Mandera,2025-07,1,191800,0.2
KE009,Mandera,2025-07,2,479500,0.5
KE009,Mandera,2025-07,3,239750,0.25
KE009,Mandera,2025-07,3+,287700,0.3
KE009,Mandera,2025-07,4,47950,0.05
KE009,Mandera,2025-07,5,0,0.0
KE009,Mandera,2025-07,all,959000,1.0
KE010,Marsabit,2019-07,1,47390,0.15
KE010,Marsabit,2019-07,2,157968,0.5
KE010,Marsabit,2019-07,3,94781,0.3
KE010,Marsabit,2019-07,3+,110578,0.35
KE010,Marsabit,2019-07,4,15797,0.05
KE010,Marsabit,2019-07,5,0,0.0
KE010,Marsabit,2019-07,all,315936,1.0
KE010,Marsabit,2020-02,1,229893,0.5
KE010,Marsabit,2020-02,2,160925,0.35
KE010,Marsabit,2020-02,3,45979,0.1
KE010,Marsabit,2020-02,3+,68968,0.15
KE010,Marsabit,2020-02,4,22989,0.05
KE010,Marsabit,2020-02,5,0,0.0
KE010,Marsabit,2020-02,all,459785,1.0
KE010,Marsabit,2020-08,1,206903,0.45
KE010,Marsabit,2020-08,2,183914,0.4
KE010,Marsabit,2020-08,3,68968,0.15
KE010,Marsabit,2020-08,3+,68968,0.15
KE010,Marsabit,2020-08,4,0,0.0
KE010,Marsabit,2020-08,5,0,0.0
KE010,Marsabit,2020-08,all,459785,1.0
KE010,Marsabit,2021-02,1,183914,0.4
KE010,Marsabit,2021-02,2,206903,0.45
KE010,Marsabit,2021-02,3,45979,0.1
KE010,Marsabit,2021-02,3+,68968,0.15
KE010,Marsabit,2021-02,4,22989,0.05
KE010,Marsabit,2021-02,5,0,0.0
KE010,Marsabit,2021-02,all,459785,1.0
KE010,Marsabit,2021-07,1,137936,0.3
KE010,Marsabit,2021-07,2,160925,0.35
KE010,Marsabit,2021-07,3,114946,0.25
KE010,Marsabit,2021-07,3+,160925,0.35
KE010,Marsabit,2021-07,4,45979,0.1
KE010,Marsabit,2021-07,5,0,0.0
KE010,Marsabit,2021-07,all,459785,1.0
KE010,Marsabit,2022-02,1,45979,0.1
KE010,Marsabit,2022-02,2,183914,0.4
KE010,Marsabit,2022-02,3,160925,0.35
KE010,Marsabit,2022-02,3+,229893,0.5
KE010,Marsabit,2022-02,4,68968,0.15
KE010,Marsabit,2022-02,5,0,0.0
KE010,Marsabit,2022-02,all,459785,1.0
KE010,Marsabit,2022-07,1,45979,0.1
KE010,Marsabit,2022-07,2,206903,0.45
KE010,Marsabit,2022-07,3,160925,0.35
KE010,Marsabit,2022-07,3+,206904,0.45
KE010,Marsabit,2022-07,4,45979,0.1
KE010,Marsabit,2022-07,5,0,0.0
KE010,Marsabit,2022-07,all,459785,1.0
KE010,Marsabit,2023-02,1,103058,0.2
KE010,Marsabit,2023-02,2,128823,0.25
KE010,Marsabit,2023-02,3,206117,0.4
KE010,Marsabit,2023-02,3+,283411,0.55
KE010,Marsabit,2023-02,4,77294,0.15
KE010,Marsabit,2023-02,5,0,0.0
KE010,Marsabit,2023-02,all,515292,1.0
KE010,Marsabit,2023-07,1,128750,0.25
KE010,Marsabit,2023-07,2,180250,0.35
KE010,Marsabit,2023-07,3,128750,0.25
KE010,Marsabit,2023-07,3+,206000,0.4
KE010,Marsabit,2023-07,4,77250,0.15
KE010,Marsabit,2023-07,5,0,0.0
KE010,Marsabit,2023-07,all,515000,1.0
KE010,Marsabit,2024-02,1,180250,0.35
KE010,Marsabit,2024-02,2,231750,0.45
KE010,Marsabit,2024-02,3,77250,0.15
KE010,Marsabit,2024-02,3+,103000,0.2
KE010,Marsabit,2024-02,4,25750,0.05
KE010,Marsabit,2024-02,5,0,0.0
KE010,Marsabit,2024-02,all,515000,1.0
KE010,Marsabit,2025-02,1,128750,0.25
KE010,Marsabit,2025-02,2,257500,0.5
KE010,Marsabit,2025-02,3,103000,0.2
KE010,Marsabit,2025-02,3+,128750,0.25
KE010,Marsabit,2025-02,4,25750,0.05
