pcode,county,year_month,ipc_phase,population_in_phase,population_fraction_in_phase
KE010,Marsabit,2025-02,5,0,0.0
KE010,Marsabit,2025-02,all,515000,1.0
KE010,Marsabit,2025-07,1,128750,0.25
KE010,Marsabit,2025-07,2,283250,0.55
KE010,Marsabit,2025-07,3,103000,0.2
KE010,Marsabit,2025-07,3+,103000,0.2
KE010,Marsabit,2025-07,4,0,0.0
KE010,Marsabit,2025-07,5,0,0.0
KE010,Marsabit,2025-07,all,515000,1.0
KE012,Meru,2019-07,1,310393,0.4
KE012,Meru,2019-07,2,310393,0.4
KE012,Meru,2019-07,3,155196,0.2
KE012,Meru,2019-07,3+,155196,0.2
KE012,Meru,2019-07,4,0,0.0
KE012,Meru,2019-07,5,0,0.0
KE012,Meru,2019-07,all,775982,1.0
KE012,Meru,2020-02,1,650152,0.85
KE012,Meru,2020-02,2,76489,0.1
KE012,Meru,2020-02,3,38244,0.05
KE012,Meru,2020-02,3+,38244,0.05
KE012,Meru,2020-02,4,0,0.0
KE012,Meru,2020-02,5,0,0.0
KE012,Meru,2020-02,all,764885,1.0
KE012,Meru,2020-08,1,718883,0.7
KE012,Meru,2020-08,2,308093,0.3
KE012,Meru,2020-08,3,0,0.0
KE012,Meru,2020-08,3+,0,0.0
KE012,Meru,2020-08,4,0,0.0
KE012,Meru,2020-08,5,0,0.0
KE012,Meru,2020-08,all,1026975,1.0
KE012,Meru,2021-02,1,667534,0.65
KE012,Meru,2021-02,2,308093,0.3
KE012,Meru,2021-02,3,51349,0.05
KE012,Meru,2021-02,3+,51349,0.05
KE012,Meru,2021-02,4,0,0.0
KE012,Meru,2021-02,5,0,0.0
KE012,Meru,2021-02,all,1026975,1.0
KE012,Meru,2021-07,1,497175,0.65
KE012,Meru,2021-07,2,229466,0.3
KE012,Meru,2021-07,3,38244,0.05
KE012,Meru,2021-07,3+,38244,0.05
KE012,Meru,2021-07,4,0,0.0
KE012,Meru,2021-07,5,0,0.0
KE012,Meru,2021-07,all,764885,1.0
KE012,Meru,2022-02,1,420687,0.55
KE012,Meru,2022-02,2,191221,0.25
KE012,Meru,2022-02,3,114733,0.15
KE012,Meru,2022-02,3+,152977,0.2
KE012,Meru,2022-02,4,38244,0.05
KE012,Meru,2022-02,5,0,0.0
KE012,Meru,2022-02,all,764885,1.0
KE012,Meru,2022-07,1,229466,0.3
KE012,Meru,2022-07,2,382443,0.5
KE012,Meru,2022-07,3,152977,0.2
KE012,Meru,2022-07,3+,152977,0.2
KE012,Meru,2022-07,4,0,0.0
KE012,Meru,2022-07,5,0,0.0
KE012,Meru,2022-07,all,764885,1.0
KE012,Meru,2023-02,1,238343,0.3
KE012,Meru,2023-02,2,397238,0.5
KE012,Meru,2023-02,3,158895,0.2
KE012,Meru,2023-02,3+,158895,0.2
KE012,Meru,2023-02,4,0,0.0
KE012,Meru,2023-02,5,0,0.0
KE012,Meru,2023-02,all,794476,1.0
KE012,Meru,2023-07,1,397500,0.5
KE012,Meru,2023-07,2,318000,0.4
KE012,Meru,2023-07,3,79500,0.1
KE012,Meru,2023-07,3+,79500,0.1
KE012,Meru,2023-07,4,0,0.0
KE012,Meru,2023-07,5,0,0.0
KE012,Meru,2023-07,all,795000,1.0
KE012,Meru,2024-02,1,596250,0.75
KE012,Meru,2024-02,2,159000,0.2
KE012,Meru,2024-02,3,39750,0.05
KE012,Meru,2024-02,3+,39750,0.05
KE012,Meru,2024-02,4,0,0.0
KE012,Meru,2024-02,5,0,0.0
KE012,Meru,2024-02,all,795000,1.0
KE012,Meru,2024-07,1,596250,0.75
KE012,Meru,2024-07,2,159000,0.2
KE012,Meru,2024-07,3,39750,0.05
KE012,Meru,2024-07,3+,39750,0.05
KE012,Meru,2024-07,4,0,0.0
KE012,Meru,2024-07,5,0,0.0
KE012,Meru,2024-07,all,795000,1.0
KE012,Meru,2025-02,1,318000,0.4
KE012,Meru,2025-02,2,357750,0.45
KE012,Meru,2025-02,3,119250,0.15
KE012,Meru,2025-02,3+,119250,0.15
KE012,Meru,2025-02,4,0,0.0
KE012,Meru,2025-02,5,0,0.0
KE012,Meru,2025-02,all,795000,1.0
KE012,Meru,2025-07,1,397500,0.5
KE012,Meru,2025-07,2,318000,0.4
KE012,Meru,2025-07,3,79500,0.1
KE012,Meru,2025-07,3+,79500,0.1
KE012,Meru,2025-07,4,0,0.0
KE012,Meru,2025-07,5,0,0.0
KE012,Meru,2025-07,all,795000,1.0
KE044,Migori,2023-02,1,0,0.0
KE044,Migori,2023-02,2,0,0.0
KE044,Migori,2023-02,3,0,0.0
KE044,Migori,2023-02,3+,0,0.0
KE044,Migori,2023-02,4,0,0.0
KE044,Migori,2023-02,5,0,0.0
KE044,Migori,2023-02,all,1234082,1.0
KE033,Narok,2019-07,1,592745,0.55
KE033,Narok,2019-07,2,484974,0.45
KE033,Narok,2019-07,3,0,0.0
KE033,Narok,2019-07,3+,0,0.0
KE033,Narok,2019-07,4,0,0.0
KE033,Narok,2019-07,5,0,0.0
KE033,Narok,2019-07,all,1077719,1.0
KE033,Narok,2020-02,1,1042086,0.9
KE033,Narok,2020-02,2,115787,0.1
KE033,Narok,2020-02,3,0,0.0
KE033,Narok,2020-02,3+,0,0.0
KE033,Narok,2020-02,4,0,0.0
KE033,Narok,2020-02,5,0,0.0
KE033,Narok,2020-02,all,1157873,1.0
KE033,Narok,2020-08,1,984192,0.85
KE033,Narok,2020-08,2,173681,0.15
KE033,Narok,2020-08,3,0,0.0
KE033,Narok,2020-08,3+,0,0.0
KE033,Narok,2020-08,4,0,0.0
KE033,Narok,2020-08,5,0,0.0
KE033,Narok,2020-08,all,1157873,1.0
KE033,Narok,2021-02,1,984192,0.85
KE033,Narok,2021-02,2,173681,0.15
KE033,Narok,2021-02,3,0,0.0
KE033,Narok,2021-02,3+,0,0.0
KE033,Narok,2021-02,4,0,0.0
KE033,Narok,2021-02,5,0,0.0
KE033,Narok,2021-02,all,1157873,1.0
KE033,Narok,2021-07,1,984192,0.85
KE033,Narok,2021-07,2,115787,0.1
KE033,Narok,2021-07,3,57894,0.05
KE033,Narok,2021-07,3+,57894,0.05
KE033,Narok,2021-07,4,0,0.0
KE033,Narok,2021-07,5,0,0.0
KE033,Narok,2021-07,all,1157873,1.0
KE033,Narok,2022-02,1,984192,0.85
KE033,Narok,2022-02,2,115787,0.1
KE033,Narok,2022-02,3,57894,0.05
KE033,Narok,2022-02,3+,57894,0.05
KE033,Narok,2022-02,4,0,0.0
KE033,Narok,2022-02,5,0,0.0
KE033,Narok,2022-02,all,1157873,1.0
KE033,Narok,2022-07,1,868405,0.75
KE033,Narok,2022-07,2,231575,0.2
KE033,Narok,2022-07,3,57894,0.05
KE033,Narok,2022-07,3+,57894,0.05
KE033,Narok,2022-07,4,0,0.0
KE033,Narok,2022-07,5,0,0.0
KE033,Narok,2022-07,all,1157873,1.0
KE033,Narok,2023-02,1,770400,0.6
KE033,Narok,2023-02,2,385200,0.3
KE033,Narok,2023-02,3,128400,0.1
KE033,Narok,2023-02,3+,128400,0.1
KE033,Narok,2023-02,4,0,0.0
KE033,Narok,2023-02,5,0,0.0
KE033,Narok,2023-02,all,1284000,1.0
KE033,Narok,2023-07,1,834600,0.65
KE033,Narok,2023-07,2,385200,0.3
KE033,Narok,2023-07,3,64200,0.05
KE033,Narok,2023-07,3+,64200,0.05
KE033,Narok,2023-07,4,0,0.0
KE033,Narok,2023-07,5,0,0.0
KE033,Narok,2023-07,all,1284000,1.0
KE033,Narok,2024-02,1,1091400,0.85
KE033,Narok,2024-02,2,128400,0.1
KE033,Narok,2024-02,3,64200,0.05
KE033,Narok,2024-02,3+,64200,0.05
KE033,Narok,2024-02,4,0,0.0
KE033,Narok,2024-02,5,0,0.0
KE033,Narok,2024-02,all,1284000,1.0
KE033,Narok,2024-07,1,1091400,0.85
KE033,Narok,2024-07,2,192600,0.15
KE033,Narok,2024-07,3,0,0.0
KE033,Narok,2024-07,3+,0,0.0
KE033,Narok,2024-07,4,0,0.0
KE033,Narok,2024-07,5,0,0.0
KE033,Narok,2024-07,all,1284000,1.0
KE033,Narok,2025-02,1,1091400,0.85
KE033,Narok,2025-02,2,128400,0.1
KE033,Narok,2025-02,3,64200,0.05
KE033,Narok,2025-02,3+,64200,0.05
KE033,Narok,2025-02,4,0,0.0
KE033,Narok,2025-02,5,0,0.0
KE033,Narok,2025-02,all,1284000,1.0
KE033,Narok,2025-07,1,1027200,0.8
KE033,Narok,2025-07,2,192600,0.15
KE033,Narok,2025-07,3,64200,0.05
KE033,Narok,2025-07,3+,64200,0.05
KE033,Narok,2025-07,4,0,0.0
KE033,Narok,2025-07,5,0,0.0
KE033,Narok,2025-07,all,1284000,1.0
KE019,Nyeri,2019-07,1,79115,0.45
KE019,Nyeri,2019-07,2,87906,0.5
KE019,Nyeri,2019-07,3,8791,0.05
KE019,Nyeri,2019-07,3+,8791,0.05
KE019,Nyeri,2019-07,4,0,0.0
KE019,Nyeri,2019-07,5,0,0.0
KE019,Nyeri,2019-07,all,175812,1.0
KE019,Nyeri,2020-02,1,179011,0.9
KE019,Nyeri,2020-02,2,19890,0.1
KE019,Nyeri,2020-02,3,0,0.0
KE019,Nyeri,2020-02,3+,0,0.0
KE019,Nyeri,2020-02,4,0,0.0
KE019,Nyeri,2020-02,5,0,0.0
KE019,Nyeri,2020-02,all,198901,1.0
KE019,Nyeri,2020-08,1,169066,0.85
KE019,Nyeri,2020-08,2,29835,0.15
KE019,Nyeri,2020-08,3,0,0.0
KE019,Nyeri,2020-08,3+,0,0.0
KE019,Nyeri,2020-08,4,0,0.0
KE019,Nyeri,2020-08,5,0,0.0
KE019,Nyeri,2020-08,all,198901,1.0
KE019,Nyeri,2021-02,1,159121,0.8
KE019,Nyeri,2021-02,2,39780,0.2
KE019,Nyeri,2021-02,3,0,0.0
KE019,Nyeri,2021-02,3+,0,0.0
KE019,Nyeri,2021-02,4,0,0.0
KE019,Nyeri,2021-02,5,0,0.0
KE019,Nyeri,2021-02,all,198901,1.0
KE019,Nyeri,2021-07,1,159121,0.8
KE019,Nyeri,2021-07,2,29835,0.15
KE019,Nyeri,2021-07,3,9945,0.05
KE019,Nyeri,2021-07,3+,9945,0.05
KE019,Nyeri,2021-07,4,0,0.0
KE019,Nyeri,2021-07,5,0,0.0
KE019,Nyeri,2021-07,all,198901,1.0
KE019,Nyeri,2022-02,1,109396,0.55
KE019,Nyeri,2022-02,2,69615,0.35
KE019,Nyeri,2022-02,3,19890,0.1
KE019,Nyeri,2022-02,3+,19890,0.1
KE019,Nyeri,2022-02,4,0,0.0
KE019,Nyeri,2022-02,5,0,0.0
KE019,Nyeri,2022-02,all,198901,1.0
KE019,Nyeri,2022-07,1,79560,0.4
KE019,Nyeri,2022-07,2,89505,0.45
KE019,Nyeri,2022-07,3,29835,0.15
KE019,Nyeri,2022-07,3+,29835,0.15
KE019,Nyeri,2022-07,4,0,0.0
KE019,Nyeri,2022-07,5,0,0.0
KE019,Nyeri,2022-07,all,198901,1.0
KE019,Nyeri,2023-02,1,112826,0.55
KE019,Nyeri,2023-02,2,61542,0.3
KE019,Nyeri,2023-02,3,30771,0.15
KE019,Nyeri,2023-02,3+,30771,0.15
KE019,Nyeri,2023-02,4,0,0.0
KE019,Nyeri,2023-02,5,0,0.0
KE019,Nyeri,2023-02,all,205139,1.0
KE019,Nyeri,2023-07,1,71750,0.35
KE019,Nyeri,2023-07,2,112750,0.55
KE019,Nyeri,2023-07,3,20500,0.1
KE019,Nyeri,2023-07,3+,20500,0.1
KE019,Nyeri,2023-07,4,0,0.0
KE019,Nyeri,2023-07,5,0,0.0
KE019,Nyeri,2023-07,all,205000,1.0
KE019,Nyeri,2024-02,1,153750,0.75
KE019,Nyeri,2024-02,2,41000,0.2
KE019,Nyeri,2024-02,3,10250,0.05
KE019,Nyeri,2024-02,3+,10250,0.05
KE019,Nyeri,2024-02,4,0,0.0
KE019,Nyeri,2024-02,5,0,0.0
KE019,Nyeri,2024-02,all,205000,1.0
KE019,Nyeri,2024-07,1,153750,0.75
KE019,Nyeri,2024-07,2,51250,0.25
KE019,Nyeri,2024-07,3,0,0.0
KE019,Nyeri,2024-07,3+,0,0.0
KE019,Nyeri,2024-07,4,0,0.0
KE019,Nyeri,2024-07,5,0,0.0
KE019,Nyeri,2024-07,all,205000,1.0
KE019,Nyeri,2025-02,1,123000,0.6
KE019,Nyeri,2025-02,2,71750,0.35
KE019,Nyeri,2025-02,3,10250,0.05
KE019,Nyeri,2025-02,3+,10250,0.05
KE019,Nyeri,2025-02,4,0,0.0
KE019,Nyeri,2025-02,5,0,0.0
KE019,Nyeri,2025-02,all,205000,1.0
KE019,Nyeri,2025-07,1,112750,0.55
KE019,Nyeri,2025-07,2,82000,0.4
KE019,Nyeri,2025-07,3,10250,0.05
KE019,Nyeri,2025-07,3+,10250,0.05
KE019,Nyeri,2025-07,4,0,0.0
KE019,Nyeri,2025-07,5,0,0.0
KE019,Nyeri,2025-07,all,205000,1.0
KE025,Samburu,2019-07,1,85134,0.3
KE025,Samburu,2019-07,2,127701,0.45
KE025,Samburu,2019-07,3,70945,0.25
KE025,Samburu,2019-07,3+,70945,0.25
KE025,Samburu,2019-07,4,0,0.0
KE025,Samburu,2019-07,5,0,0.0
KE025,Samburu,2019-07,all,283780,1.0
KE025,Samburu,2020-02,1,155164,0.5
KE025,Samburu,2020-02,2,108614,0.35
KE025,Samburu,2020-02,3,31033,0.1
KE025,Samburu,2020-02,3+,46549,0.15
KE025,Samburu,2020-02,4,15516,0.05
KE025,Samburu,2020-02,5,0,0.0
KE025,Samburu,2020-02,all,310327,1.0
KE025,Samburu,2020-08,1,170680,0.55
KE025,Samburu,2020-08,2,108614,0.35
KE025,Samburu,2020-08,3,31033,0.1
KE025,Samburu,2020-08,3+,31033,0.1
KE025,Samburu,2020-08,4,0,0.0
KE025,Samburu,2020-08,5,0,0.0
KE025,Samburu,2020-08,all,310327,1.0
KE025,Samburu,2021-02,1,170680,0.55
KE025,Samburu,2021-02,2,93098,0.3
KE025,Samburu,2021-02,3,31033,0.1
KE025,Samburu,2021-02,3+,46549,0.15
KE025,Samburu,2021-02,4,15516,0.05
KE025,Samburu,2021-02,5,0,0.0
KE025,Samburu,2021-02,all,310327,1.0
KE025,Samburu,2021-07,1,139647,0.45
KE025,Samburu,2021-07,2,124131,0.4
KE025,Samburu,2021-07,3,31033,0.1
KE025,Samburu,2021-07,3+,46549,0.15
KE025,Samburu,2021-07,4,15516,0.05
KE025,Samburu,2021-07,5,0,0.0
KE025,Samburu,2021-07,all,310327,1.0
KE025,Samburu,2022-02,1,77582,0.25
KE025,Samburu,2022-02,2,124131,0.4
KE025,Samburu,2022-02,3,77582,0.25
KE025,Samburu,2022-02,3+,108615,0.35
KE025,Samburu,2022-02,4,31033,0.1
KE025,Samburu,2022-02,5,0,0.0
KE025,Samburu,2022-02,all,310327,1.0
KE025,Samburu,2022-07,1,46549,0.15
KE025,Samburu,2022-07,2,124131,0.4
KE025,Samburu,2022-07,3,93098,0.3
KE025,Samburu,2022-07,3+,139647,0.45
KE025,Samburu,2022-07,4,46549,0.15
KE025,Samburu,2022-07,5,0,0.0
KE025,Samburu,2022-07,all,310327,1.0
KE025,Samburu,2023-02,1,34830,0.1
KE025,Samburu,2023-02,2,156734,0.45
KE025,Samburu,2023-02,3,121904,0.35
KE025,Samburu,2023-02,3+,156734,0.45
KE025,Samburu,2023-02,4,34830,0.1
KE025,Samburu,2023-02,5,0,0.0
KE025,Samburu,2023-02,all,348298,1.0
KE025,Samburu,2023-07,1,121800,0.35
KE025,Samburu,2023-07,2,121800,0.35
KE025,Samburu,2023-07,3,87000,0.25
KE025,Samburu,2023-07,3+,104400,0.3
KE025,Samburu,2023-07,4,17400,0.05
KE025,Samburu,2023-07,5,0,0.0
KE025,Samburu,2023-07,all,348000,1.0
KE025,Samburu,2024-02,1,121800,0.35
KE025,Samburu,2024-02,2,174000,0.5
KE025,Samburu,2024-02,3,34800,0.1
KE025,Samburu,2024-02,3+,52200,0.15
KE025,Samburu,2024-02,4,17400,0.05
KE025,Samburu,2024-02,5,0,0.0
KE025,Samburu,2024-02,all,348000,1.0
KE025,Samburu,2024-07,1,174000,0.5
KE025,Samburu,2024-07,2,139200,0.4
KE025,Samburu,2024-07,3,34800,0.1
KE025,Samburu,2024-07,3+,34800,0.1
KE025,Samburu,2024-07,4,0,0.0
KE025,Samburu,2024-07,5,0,0.0
KE025,Samburu,2024-07,all,348000,1.0
KE025,Samburu,2025-02,1,139200,0.4
KE025,Samburu,2025-02,2,156600,0.45
KE025,Samburu,2025-02,3,52200,0.15
KE025,Samburu,2025-02,3+,52200,0.15
KE025,Samburu,2025-02,4,0,0.0
KE025,Samburu,2025-02,5,0,0.0
KE025,Samburu,2025-02,all,348000,1.0
KE025,Samburu,2025-07,1,174000,0.5
KE025,Samburu,2025-07,2,139200,0.4
KE025,Samburu,2025-07,3,34800,0.1
KE025,Samburu,2025-07,3+,34800,0.1
KE025,Samburu,2025-07,4,0,0.0
KE025,Samburu,2025-07,5,0,0.0
KE025,Samburu,2025-07,all,348000,1.0
KE006,Taita Taveta,2019-07,1,143269,0.4
KE006,Taita Taveta,2019-07,2,179087,0.5
KE006,Taita Taveta,2019-07,3,35817,0.1
KE006,Taita Taveta,2019-07,3+,35817,0.1
KE006,Taita Taveta,2019-07,4,0,0.0
KE006,Taita Taveta,2019-07,5,0,0.0
KE006,Taita Taveta,2019-07,all,358173,1.0
KE006,Taita Taveta,2020-02,1,289570,0.85
KE006,Taita Taveta,2020-02,2,34067,0.1
KE006,Taita Taveta,2020-02,3,17034,0.05
KE006,Taita Taveta,2020-02,3+,17034,0.05
KE006,Taita Taveta,2020-02,4,0,0.0
KE006,Taita Taveta,2020-02,5,0,0.0
KE006,Taita Taveta,2020-02,all,340671,1.0
KE006,Taita Taveta,2020-08,1,306604,0.9
KE006,Taita Taveta,2020-08,2,34067,0.1
KE006,Taita Taveta,2020-08,3,0,0.0
KE006,Taita Taveta,2020-08,3+,0,0.0
KE006,Taita Taveta,2020-08,4,0,0.0
KE006,Taita Taveta,2020-08,5,0,0.0
KE006,Taita Taveta,2020-08,all,340671,1.0
KE006,Taita Taveta,2021-02,1,289570,0.85
KE006,Taita Taveta,2021-02,2,34067,0.1
KE006,Taita Taveta,2021-02,3,17034,0.05
KE006,Taita Taveta,2021-02,3+,17034,0.05
KE006,Taita Taveta,2021-02,4,0,0.0
KE006,Taita Taveta,2021-02,5,0,0.0
KE006,Taita Taveta,2021-02,all,340671,1.0
KE006,Taita Taveta,2021-07,1,289570,0.85
KE006,Taita Taveta,2021-07,2,34067,0.1
KE006,Taita Taveta,2021-07,3,17034,0.05
KE006,Taita Taveta,2021-07,3+,17034,0.05
KE006,Taita Taveta,2021-07,4,0,0.0
KE006,Taita Taveta,2021-07,5,0,0.0
KE006,Taita Taveta,2021-07,all,340671,1.0
KE006,Taita Taveta,2022-02,1,204403,0.6
KE006,Taita Taveta,2022-02,2,102201,0.3
KE006,Taita Taveta,2022-02,3,34067,0.1
KE006,Taita Taveta,2022-02,3+,34067,0.1
KE006,Taita Taveta,2022-02,4,0,0.0
KE006,Taita Taveta,2022-02,5,0,0.0
KE006,Taita Taveta,2022-02,all,340671,1.0
KE006,Taita Taveta,2022-07,1,170336,0.5
KE006,Taita Taveta,2022-07,2,136268,0.4
KE006,Taita Taveta,2022-07,3,34067,0.1
KE006,Taita Taveta,2022-07,3+,34067,0.1
KE006,Taita Taveta,2022-07,4,0,0.0
KE006,Taita Taveta,2022-07,5,0,0.0
KE006,Taita Taveta,2022-07,all,340671,1.0
KE006,Taita Taveta,2023-02,1,90998,0.25
KE006,Taita Taveta,2023-02,2,218394,0.6
KE006,Taita Taveta,2023-02,3,54599,0.15
KE006,Taita Taveta,2023-02,3+,54599,0.15
KE006,Taita Taveta,2023-02,4,0,0.0
KE006,Taita Taveta,2023-02,5,0,0.0
KE006,Taita Taveta,2023-02,all,363990,1.0
KE006,Taita Taveta,2023-07,1,91000,0.25
KE006,Taita Taveta,2023-07,2,218400,0.6
KE006,Taita Taveta,2023-07,3,54600,0.15
KE006,Taita Taveta,2023-07,3+,54600,0.15
KE006,Taita Taveta,2023-07,4,0,0.0
KE006,Taita Taveta,2023-07,5,0,0.0
KE006,Taita Taveta,2023-07,all,364000,1.0
KE006,Taita Taveta,2024-02,1,327600,0.9
KE006,Taita Taveta,2024-02,2,36400,0.1
KE006,Taita Taveta,2024-02,3,0,0.0
KE006,Taita Taveta,2024-02,3+,0,0.0
KE006,Taita Taveta,2024-02,4,0,0.0
KE006,Taita Taveta,2024-02,5,0,0.0
KE006,Taita Taveta,2024-02,all,364000,1.0
KE006,Taita Taveta,2024-07,1,327600,0.9
KE006,Taita Taveta,2024-07,2,36400,0.1
KE006,Taita Taveta,2024-07,3,0,0.0
KE006,Taita Taveta,2024-07,3+,0,0.0
KE006,Taita Taveta,2024-07,4,0,0.0
KE006,Taita Taveta,2024-07,5,0,0.0
KE006,Taita Taveta,2024-07,all,364000,1.0
KE006,Taita Taveta,2025-02,1,309400,0.85
KE006,Taita Taveta,2025-02,2,36400,0.1
KE006,Taita Taveta,2025-02,3,18200,0.05
KE006,Taita Taveta,2025-02,3+,18200,0.05
KE006,Taita Taveta,2025-02,4,0,0.0
KE006,Taita Taveta,2025-02,5,0,0.0
KE006,Taita Taveta,2025-02,all,364000,1.0
KE006,Taita Taveta,2025-07,1,291200,0.8
KE006,Taita Taveta,2025-07,2,72800,0.2
KE006,Taita Taveta,2025-07,3,0,0.0
KE006,Taita Taveta,2025-07,3+,0,0.0
KE006,Taita Taveta,2025-07,4,0,0.0
KE006,Taita Taveta,2025-07,5,0,0.0
KE006,Taita Taveta,2025-07,all,364000,1.0
KE004,Tana River,2019-07,1,75762,0.25
KE004,Tana River,2019-07,2,136371,0.45
KE004,Tana River,2019-07,3,75762,0.25
KE004,Tana River,2019-07,3+,90914,0.3
KE004,Tana River,2019-07,4,15152,0.05
KE004,Tana River,2019-07,5,0,0.0
KE004,Tana River,2019-07,all,303047,1.0
KE004,Tana River,2020-02,1,126377,0.4
KE004,Tana River,2020-02,2,142174,0.45
KE004,Tana River,2020-02,3,47391,0.15
KE004,Tana River,2020-02,3+,47391,0.15
KE004,Tana River,2020-02,4,0,0.0
KE004,Tana River,2020-02,5,0,0.0
KE004,Tana River,2020-02,all,315943,1.0
KE004,Tana River,2020-08,1,126377,0.4
KE004,Tana River,2020-08,2,157972,0.5
KE004,Tana River,2020-08,3,31594,0.1
KE004,Tana River,2020-08,3+,31594,0.1
KE004,Tana River,2020-08,4,0,0.0
KE004,Tana River,2020-08,5,0,0.0
KE004,Tana River,2020-08,all,315943,1.0
KE004,Tana River,2021-02,1,110580,0.35
KE004,Tana River,2021-02,2,157972,0.5
KE004,Tana River,2021-02,3,31594,0.1
KE004,Tana River,2021-02,3+,47391,0.15
KE004,Tana River,2021-02,4,15797,0.05
KE004,Tana River,2021-02,5,0,0.0
KE004,Tana River,2021-02,all,315943,1.0
KE004,Tana River,2021-07,1,126377,0.4
KE004,Tana River,2021-07,2,126377,0.4
KE004,Tana River,2021-07,3,47391,0.15
KE004,Tana River,2021-07,3+,63188,0.2
KE004,Tana River,2021-07,4,15797,0.05
KE004,Tana River,2021-07,5,0,0.0
KE004,Tana River,2021-07,all,315943,1.0
KE004,Tana River,2022-02,1,78986,0.25
KE004,Tana River,2022-02,2,157972,0.5
KE004,Tana River,2022-02,3,63189,0.2
KE004,Tana River,2022-02,3+,78986,0.25
KE004,Tana River,2022-02,4,15797,0.05
KE004,Tana River,2022-02,5,0,0.0
KE004,Tana River,2022-02,all,315943,1.0
KE004,Tana River,2022-07,1,31594,0.1
KE004,Tana River,2022-07,2,189566,0.6
KE004,Tana River,2022-07,3,78986,0.25
KE004,Tana River,2022-07,3+,94783,0.3
KE004,Tana River,2022-07,4,15797,0.05
KE004,Tana River,2022-07,5,0,0.0
KE004,Tana River,2022-07,all,315943,1.0
KE004,Tana River,2023-02,1,52882,0.15
KE004,Tana River,2023-02,2,141020,0.4
KE004,Tana River,2023-02,3,141020,0.4
KE004,Tana River,2023-02,3+,158647,0.45
KE004,Tana River,2023-02,4,17627,0.05
KE004,Tana River,2023-02,5,0,0.0
KE004,Tana River,2023-02,all,352549,1.0
KE004,Tana River,2023-07,1,88250,0.25
KE004,Tana River,2023-07,2,176500,0.5
KE004,Tana River,2023-07,3,70600,0.2
KE004,Tana River,2023-07,3+,88250,0.25
KE004,Tana River,2023-07,4,17650,0.05
KE004,Tana River,2023-07,5,0,0.0
KE004,Tana River,2023-07,all,353000,1.0
KE004,Tana River,2024-02,1,176500,0.5
KE004,Tana River,2024-02,2,123550,0.35
KE004,Tana River,2024-02,3,52950,0.15
KE004,Tana River,2024-02,3+,52950,0.15
KE004,Tana River,2024-02,4,0,0.0
KE004,Tana River,2024-02,5,0,0.0
KE004,Tana River,2024-02,all,353000,1.0
KE004,Tana River,2024-07,1,141200,0.4
KE004,Tana River,2024-07,2,158850,0.45
KE004,Tana River,2024-07,3,52950,0.15
KE004,Tana River,2024-07,3+,52950,0.15
KE004,Tana River,2024-07,4,0,0.0
KE004,Tana River,2024-07,5,0,0.0
KE004,Tana River,2024-07,all,353000,1.0
KE004,Tana River,2025-02,1,123549,0.35
KE004,Tana River,2025-02,2,176500,0.5
KE004,Tana River,2025-02,3,52950,0.15
KE004,Tana River,2025-02,3+,52950,0.15
KE004,Tana River,2025-02,4,0,0.0
KE004,Tana River,2025-02,5,0,0.0
KE004,Tana River,2025-02,all,353000,1.0
KE004,Tana River,2025-07,1,158850,0.45
KE004,Tana River,2025-07,2,141200,0.4
KE004,Tana River,2025-07,3,52950,0.15
KE004,Tana River,2025-07,3+,52950,0.15
KE004,Tana River,2025-07,4,0,0.0
KE004,Tana River,2025-07,5,0,0.0
KE004,Tana River,2025-07,all,353000,1.0
KE013,Tharaka-Nithi,2019-07,1,79223,0.2
KE013,Tharaka-Nithi,2019-07,2,237669,0.6
KE013,Tharaka-Nithi,2019-07,3,79223,0.2
KE013,Tharaka-Nithi,2019-07,3+,79223,0.2
KE013,Tharaka-Nithi,2019-07,4,0,0.0
KE013,Tharaka-Nithi,2019-07,5,0,0.0
KE013,Tharaka-Nithi,2019-07,all,396115,1.0
KE013,Tharaka-Nithi,2020-02,1,120236,0.9
KE013,Tharaka-Nithi,2020-02,2,6680,0.05
KE013,Tharaka-Nithi,2020-02,3,6680,0.05
KE013,Tharaka-Nithi,2020-02,3+,6680,0.05
KE013,Tharaka-Nithi,2020-02,4,0,0.0
KE013,Tharaka-Nithi,2020-02,5,0,0.0
KE013,Tharaka-Nithi,2020-02,all,133595,1.0
KE013,Tharaka-Nithi,2020-08,1,93153,0.7
KE013,Tharaka-Nithi,2020-08,2,39923,0.3
KE013,Tharaka-Nithi,2020-08,3,0,0.0
KE013,Tharaka-Nithi,2020-08,3+,0,0.0
KE013,Tharaka-Nithi,2020-08,4,0,0.0
KE013,Tharaka-Nithi,2020-08,5,0,0.0
KE013,Tharaka-Nithi,2020-08,all,133076,1.0
KE013,Tharaka-Nithi,2021-02,1,66798,0.5
KE013,Tharaka-Nithi,2021-02,2,46758,0.35
KE013,Tharaka-Nithi,2021-02,3,20039,0.15
KE013,Tharaka-Nithi,2021-02,3+,20039,0.15
KE013,Tharaka-Nithi,2021-02,4,0,0.0
KE013,Tharaka-Nithi,2021-02,5,0,0.0
KE013,Tharaka-Nithi,2021-02,all,133595,1.0
KE013,Tharaka-Nithi,2021-07,1,106876,0.8
KE013,Tharaka-Nithi,2021-07,2,20039,0.15
KE013,Tharaka-Nithi,2021-07,3,6680,0.05
KE013,Tharaka-Nithi,2021-07,3+,6680,0.05
