pcode,county,year_month,rfq_mean,rfq_min,price_beans,price_maize,conflict_events,conflict_fatalities,mpi,vulnerability_tier,total_population
KE030,Baringo,2011-11,207.4428,53.30802,,,0,0,0.2159,Medium,666750
KE030,Baringo,2011-12,108.95530016666667,38.897396,,,1,0,0.2159,Medium,666750
KE030,Baringo,2012-01,48.08154283333334,36.979225,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-02,64.03143766666666,43.620785,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-03,54.02293266666666,29.318943,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-04,168.707431,96.69654,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-05,207.405085,148.51532,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-06,107.17713816666667,50.928467,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-07,127.88524566666666,68.83801,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-08,109.1745975,89.87788,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-09,160.833654,104.813194,,,0,0,0.2159,Medium,666750
KE030,Baringo,2012-10,146.20771249999999,108.64722,,,2,2,0.2159,Medium,666750
KE030,Baringo,2012-11,87.02338366666667,46.962593,,,1,1,0.2159,Medium,666750
KE030,Baringo,2012-12,137.04149966666668,46.970768,,,3,4,0.2159,Medium,666750
KE030,Baringo,2013-01,113.715291,63.229633,,,1,0,0.2159,Medium,666750
KE030,Baringo,2013-02,59.091444833333334,32.38193,,,3,8,0.2159,Medium,666750
KE030,Baringo,2013-03,132.56125216666666,45.43034,,,3,4,0.2159,Medium,666750
KE030,Baringo,2013-04,190.31566,97.0455,,,2,4,0.2159,Medium,666750
KE030,Baringo,2013-05,102.119774,45.786694,,,1,10,0.2159,Medium,666750
KE030,Baringo,2013-06,117.38511666666666,55.291737,,,0,0,0.2159,Medium,666750
KE030,Baringo,2013-07,137.57924666666665,86.69367,,,0,0,0.2159,Medium,666750
KE030,Baringo,2013-08,122.46931000000001,71.90922,,,0,0,0.2159,Medium,666750
KE030,Baringo,2013-09,145.48251083333335,111.84193,,,0,0,0.2159,Medium,666750
KE030,Baringo,2013-10,98.3299875,50.725365,,,0,0,0.2159,Medium,666750
KE030,Baringo,2013-11,110.45171599999999,60.33407,,,0,0,0.2159,Medium,666750
KE030,Baringo,2013-12,165.90315766666666,45.99285,,,0,0,0.2159,Medium,666750
KE030,Baringo,2014-01,65.09689733333333,53.34694,,,3,32,0.2159,Medium,666750
KE030,Baringo,2014-02,135.5178655,50.823402,,,0,0,0.2159,Medium,666750
KE030,Baringo,2014-03,111.83725566666668,33.635517,,,2,1,0.2159,Medium,666750
KE030,Baringo,2014-04,39.014272,22.075335,,,0,0,0.2159,Medium,666750
KE030,Baringo,2014-05,69.82367599999999,58.97723,,,0,0,0.2159,Medium,666750
KE030,Baringo,2014-06,80.64790866666667,60.720795,,,3,2,0.2159,Medium,666750
KE030,Baringo,2014-07,80.39377266666666,56.92273,,,0,0,0.2159,Medium,666750
KE030,Baringo,2014-08,114.42917666666665,71.34531,,,2,3,0.2159,Medium,666750
KE030,Baringo,2014-09,86.56200933333334,53.409595,,,0,0,0.2159,Medium,666750
KE030,Baringo,2014-10,130.048361,59.47948,,,2,9,0.2159,Medium,666750
