pcode,county,year_month,conflict_events,conflict_fatalities
KE023,Turkana,2010-04,2,18
KE023,Turkana,2010-05,1,0
KE023,Turkana,2010-06,1,3
KE023,Turkana,2010-08,1,7
KE023,Turkana,2010-09,2,3
KE023,Turkana,2010-11,3,8
KE023,Turkana,2011-01,2,1
KE023,Turkana,2011-04,3,48
KE023,Turkana,2011-05,1,9
KE023,Turkana,2011-06,2,9
KE023,Turkana,2011-11,1,11
KE023,Turkana,2012-03,3,8
KE023,Turkana,2012-04,1,2
KE023,Turkana,2012-05,1,1
KE023,Turkana,2012-06,1,3
KE023,Turkana,2012-07,1,0
KE023,Turkana,2012-10,2,42
KE023,Turkana,2012-11,2,1
KE023,Turkana,2013-01,1,7
KE023,Turkana,2013-02,2,11
KE023,Turkana,2013-03,2,5
KE023,Turkana,2013-04,2,4
KE023,Turkana,2013-05,1,5
KE023,Turkana,2013-06,1,4
KE023,Turkana,2013-07,1,4
KE023,Turkana,2013-08,3,3
KE023,Turkana,2013-09,2,1
KE023,Turkana,2013-10,2,17
KE023,Turkana,2013-11,2,0
KE023,Turkana,2013-12,1,1
KE023,Turkana,2014-01,4,9
KE023,Turkana,2014-06,1,2
KE023,Turkana,2014-10,3,5
KE023,Turkana,2014-12,1,6
KE023,Turkana,2015-01,1,4
KE023,Turkana,2015-07,1,1
KE023,Turkana,2015-08,1,1
KE023,Turkana,2015-10,1,3
KE023,Turkana,2016-10,1,0
KE023,Turkana,2016-11,1,1
KE023,Turkana,2016-12,2,2
KE023,Turkana,2017-03,1,2
KE023,Turkana,2017-04,2,2
KE023,Turkana,2017-05,1,1
KE023,Turkana,2017-07,1,3
KE023,Turkana,2017-10,2,12
KE023,Turkana,2017-11,2,4
KE023,Turkana,2018-01,2,3
KE023,Turkana,2018-02,1,3
KE023,Turkana,2018-07,2,3
KE023,Turkana,2018-08,1,2
KE023,Turkana,2018-09,2,5
KE023,Turkana,2018-11,1,1
KE023,Turkana,2019-01,1,6
KE023,Turkana,2019-02,2,3
KE023,Turkana,2019-06,2,1
KE023,Turkana,2019-08,2,2
KE023,Turkana,2020-01,1,3
KE023,Turkana,2020-05,2,5
KE023,Turkana,2020-09,1,0
KE023,Turkana,2020-10,1,1
KE023,Turkana,2020-11,1,4
KE023,Turkana,2021-01,2,14
KE023,Turkana,2021-04,1,3
KE023,Turkana,2021-05,1,0
KE023,Turkana,2021-07,1,0
KE023,Turkana,2021-08,1,0
KE023,Turkana,2021-09,1,1
KE023,Turkana,2021-10,2,2
KE023,Turkana,2022-01,6,7
KE023,Turkana,2022-03,2,5
KE023,Turkana,2022-04,3,0
KE023,Turkana,2022-05,6,1
KE023,Turkana,2022-06,1,1
KE023,Turkana,2022-07,10,16
KE023,Turkana,2022-09,4,24
KE023,Turkana,2022-10,3,3
KE023,Turkana,2022-12,4,1
KE023,Turkana,2023-01,8,2
KE023,Turkana,2023-02,4,2
KE023,Turkana,2023-03,2,1
KE023,Turkana,2023-04,10,17
KE023,Turkana,2023-05,1,3
KE023,Turkana,2023-06,2,2
KE023,Turkana,2023-07,6,11
KE023,Turkana,2023-08,5,4
KE023,Turkana,2023-09,4,6
KE023,Turkana,2023-10,1,0
KE023,Turkana,2023-11,6,4
KE023,Turkana,2023-12,4,3
KE023,Turkana,2024-01,5,7
KE023,Turkana,2024-02,1,0
KE023,Turkana,2024-03,4,7
KE023,Turkana,2024-04,3,1
KE023,Turkana,2024-05,1,1
KE023,Turkana,2024-06,5,17
KE023,Turkana,2024-08,1,1
KE023,Turkana,2024-09,2,2
KE023,Turkana,2024-11,2,1
KE023,Turkana,2025-01,4,3
KE023,Turkana,2025-02,5,51
KE023,Turkana,2025-03,2,2
KE023,Turkana,2025-04,4,2
KE023,Turkana,2025-05,3,0
KE023,Turkana,2025-06,3,2
KE023,Turkana,2025-07,5,3
KE023,Turkana,2025-08,5,6
KE023,Turkana,2025-09,3,3
KE023,Turkana,2025-10,7,10
KE023,Turkana,2025-11,2,3
KE023,Turkana,2025-12,1,0
KE023,Turkana,2026-01,5,8
KE023,Turkana,2026-02,1,1
KE023,Turkana,2026-03,1,1
KE023,Turkana,2026-07,2,3
KE023,Turkana,2026-10,1,1
KE027,Uasin Gishu,2007-12,3,54
KE027,Uasin Gishu,2008-01,14,19
KE027,Uasin Gishu,2008-03,1,1
KE027,Uasin Gishu,2008-08,1,1
KE027,Uasin Gishu,2009-10,1,1
KE027,Uasin Gishu,2010-05,1,0
KE027,Uasin Gishu,2011-03,1,0
KE027,Uasin Gishu,2013-05,2,1
KE027,Uasin Gishu,2013-10,2,1
KE027,Uasin Gishu,2015-03,1,0
KE027,Uasin Gishu,2015-04,1,1
KE027,Uasin Gishu,2017-05,1,3
KE027,Uasin Gishu,2017-07,2,4
KE027,Uasin Gishu,2019-06,1,1
KE027,Uasin Gishu,2020-11,1,2
KE027,Uasin Gishu,2021-09,1,2
KE027,Uasin Gishu,2022-01,1,0
KE027,Uasin Gishu,2022-03,1,0
KE027,Uasin Gishu,2022-06,1,0
KE027,Uasin Gishu,2022-10,1,0
KE027,Uasin Gishu,2023-01,1,0
KE027,Uasin Gishu,2023-03,1,1
KE027,Uasin Gishu,2023-05,1,1
KE027,Uasin Gishu,2023-11,1,4
KE027,Uasin Gishu,2024-04,1,1
KE027,Uasin Gishu,2024-09,1,0
KE027,Uasin Gishu,2025-03,1,0
KE027,Uasin Gishu,2025-04,2,2
KE027,Uasin Gishu,2025-10,1,0
KE027,Uasin Gishu,2026-01,1,0
KE038,Vihiga,2007-12,1,1
KE038,Vihiga,2013-05,1,0
KE038,Vihiga,2017-10,1,0
KE038,Vihiga,2018-08,1,0
KE038,Vihiga,2020-03,1,1
KE038,Vihiga,2022-07,1,0
KE038,Vihiga,2022-12,1,1
KE038,Vihiga,2023-04,1,0
KE038,Vihiga,2023-12,1,1
KE038,Vihiga,2024-03,1,1
KE038,Vihiga,2024-09,1,0
KE038,Vihiga,2025-08,1,1
KE008,Wajir,2007-01,1,0
KE008,Wajir,2007-03,1,0
KE008,Wajir,2007-11,1,0
KE008,Wajir,2009-11,2,0
KE008,Wajir,2009-12,2,0
KE008,Wajir,2010-05,1,0
KE008,Wajir,2010-11,1,0
KE008,Wajir,2011-10,1,0
KE008,Wajir,2011-12,1,0
KE008,Wajir,2012-01,1,0
KE008,Wajir,2012-05,2,1
KE008,Wajir,2012-07,3,9
KE008,Wajir,2012-08,3,4
KE008,Wajir,2013-02,2,1
KE008,Wajir,2013-05,2,3
KE008,Wajir,2013-06,4,12
KE008,Wajir,2013-09,1,1
KE008,Wajir,2013-12,2,4
KE008,Wajir,2014-05,2,13
KE008,Wajir,2014-06,1,20
KE008,Wajir,2014-09,1,8
KE008,Wajir,2014-10,1,3
KE008,Wajir,2014-11,1,1
KE008,Wajir,2014-12,2,1
KE008,Wajir,2015-03,1,4
KE008,Wajir,2015-06,2,4
KE008,Wajir,2015-07,2,4
KE008,Wajir,2015-11,1,0
KE008,Wajir,2016-05,1,6
KE008,Wajir,2016-09,2,10
KE008,Wajir,2016-11,2,0
KE008,Wajir,2016-12,1,2
KE008,Wajir,2017-03,1,0
KE008,Wajir,2017-06,1,9
KE008,Wajir,2017-09,2,4
KE008,Wajir,2018-01,1,4
KE008,Wajir,2018-02,2,2
KE008,Wajir,2018-03,4,7
KE008,Wajir,2018-06,8,10
KE008,Wajir,2018-07,1,0
KE008,Wajir,2018-08,2,3
KE008,Wajir,2018-10,2,3
KE008,Wajir,2018-11,1,1
KE008,Wajir,2019-06,1,8
KE008,Wajir,2019-08,2,0
KE008,Wajir,2019-10,1,2
KE008,Wajir,2019-11,1,11
KE008,Wajir,2019-12,4,2
KE008,Wajir,2020-01,1,0
KE008,Wajir,2020-02,2,4
KE008,Wajir,2020-03,1,0
KE008,Wajir,2020-04,1,0
KE008,Wajir,2020-05,3,6
KE008,Wajir,2020-09,1,7
KE008,Wajir,2020-11,3,12
KE008,Wajir,2020-12,2,1
KE008,Wajir,2021-01,1,2
KE008,Wajir,2021-02,4,1
KE008,Wajir,2021-03,1,0
KE008,Wajir,2021-05,1,0
KE008,Wajir,2021-07,1,1
KE008,Wajir,2021-08,3,7
KE008,Wajir,2021-09,1,0
KE008,Wajir,2021-10,1,8
KE008,Wajir,2021-11,1,0
KE008,Wajir,2022-01,2,4
KE008,Wajir,2022-05,1,1
KE008,Wajir,2022-06,4,1
KE008,Wajir,2022-07,1,0
KE008,Wajir,2022-08,1,0
KE008,Wajir,2022-09,1,0
KE008,Wajir,2022-10,1,0
KE008,Wajir,2022-11,3,0
KE008,Wajir,2022-12,3,11
KE008,Wajir,2023-02,1,1
KE008,Wajir,2023-03,1,1
KE008,Wajir,2023-10,1,0
KE008,Wajir,2023-12,1,0
KE008,Wajir,2024-03,1,0
KE008,Wajir,2024-06,1,0
KE008,Wajir,2024-07,2,0
KE008,Wajir,2024-08,3,1
KE008,Wajir,2024-09,2,0
KE008,Wajir,2024-10,1,0
KE008,Wajir,2024-11,1,1
KE008,Wajir,2024-12,2,12
KE008,Wajir,2025-02,1,2
KE008,Wajir,2025-05,2,2
KE008,Wajir,2025-09,1,1
KE008,Wajir,2025-10,1,1
KE008,Wajir,2025-11,3,0
KE008,Wajir,2025-12,1,0
KE008,Wajir,2026-03,1,3
KE024,West Pokot,2006-07,1,1
KE024,West Pokot,2007-04,2,7
KE024,West Pokot,2007-05,4,16
KE024,West Pokot,2007-06,5,1
KE024,West Pokot,2007-07,4,14
KE024,West Pokot,2007-12,1,0
KE024,West Pokot,2008-03,1,0
KE024,West Pokot,2009-09,2,0
KE024,West Pokot,2010-10,1,0
KE024,West Pokot,2010-11,1,1
KE024,West Pokot,2013-01,1,1
KE024,West Pokot,2013-02,1,3
KE024,West Pokot,2013-04,1,1
KE024,West Pokot,2013-07,1,0
KE024,West Pokot,2013-09,1,0
KE024,West Pokot,2013-11,4,5
KE024,West Pokot,2014-09,1,1
KE024,West Pokot,2015-10,1,1
KE024,West Pokot,2016-09,1,6
KE024,West Pokot,2017-01,3,8
KE024,West Pokot,2017-12,1,3
KE024,West Pokot,2018-01,1,0
KE024,West Pokot,2018-06,2,6
KE024,West Pokot,2018-09,1,2
KE024,West Pokot,2018-10,1,2
KE024,West Pokot,2018-11,1,1
KE024,West Pokot,2019-02,2,3
KE024,West Pokot,2019-05,2,3
KE024,West Pokot,2019-09,1,0
KE024,West Pokot,2020-05,1,5
KE024,West Pokot,2020-06,1,0
KE024,West Pokot,2020-12,1,0
KE024,West Pokot,2021-08,1,3
KE024,West Pokot,2021-10,1,1
KE024,West Pokot,2021-11,1,0
KE024,West Pokot,2022-01,1,4
KE024,West Pokot,2022-05,2,2
KE024,West Pokot,2022-06,1,0
KE024,West Pokot,2022-07,1,1
KE024,West Pokot,2022-09,1,0
KE024,West Pokot,2022-11,1,0
KE024,West Pokot,2023-01,3,8
KE024,West Pokot,2023-03,4,2
KE024,West Pokot,2023-04,4,3
KE024,West Pokot,2023-05,3,2
KE024,West Pokot,2023-06,5,5
KE024,West Pokot,2023-07,1,1
KE024,West Pokot,2023-08,2,0
KE024,West Pokot,2023-09,2,3
KE024,West Pokot,2023-10,1,2
KE024,West Pokot,2023-11,6,11
KE024,West Pokot,2023-12,4,4
KE024,West Pokot,2024-01,2,1
KE024,West Pokot,2024-02,3,0
KE024,West Pokot,2024-03,2,1
KE024,West Pokot,2024-04,1,1
KE024,West Pokot,2024-05,1,1
KE024,West Pokot,2024-06,1,0
KE024,West Pokot,2024-07,2,2
KE024,West Pokot,2024-11,1,1
KE024,West Pokot,2024-12,1,0
KE024,West Pokot,2025-01,2,1
KE024,West Pokot,2025-04,1,2
KE024,West Pokot,2025-08,2,2
KE024,West Pokot,2025-10,1,3
KE024,West Pokot,2025-11,1,1
KE024,West Pokot,2025-12,2,4
KE024,West Pokot,2026-07,1,0
