pcode,county,year_month,conflict_events,conflict_fatalities
KE020,Kirinyaga,2008-01,1,4
KE020,Kirinyaga,2008-06,1,5
KE020,Kirinyaga,2010-07,1,1
KE020,Kirinyaga,2011-01,1,0
KE020,Kirinyaga,2016-07,1,1
KE020,Kirinyaga,2021-06,1,1
KE020,Kirinyaga,2022-04,1,0
KE020,Kirinyaga,2022-08,1,0
KE020,Kirinyaga,2023-04,1,1
KE020,Kirinyaga,2023-08,3,1
KE020,Kirinyaga,2024-02,1,1
KE020,Kirinyaga,2024-05,1,1
KE020,Kirinyaga,2024-09,1,0
KE020,Kirinyaga,2024-10,1,0
KE020,Kirinyaga,2025-11,1,0
KE020,Kirinyaga,2026-03,1,1
KE045,Kisii,2007-01,1,0
KE045,Kisii,2007-03,1,0
KE045,Kisii,2007-09,1,0
KE045,Kisii,2007-11,1,0
KE045,Kisii,2008-01,3,24
KE045,Kisii,2010-12,1,1
KE045,Kisii,2013-09,1,1
KE045,Kisii,2016-05,1,1
KE045,Kisii,2016-06,1,1
KE045,Kisii,2017-03,1,0
KE045,Kisii,2017-05,2,1
KE045,Kisii,2018-08,1,1
KE045,Kisii,2019-06,1,1
KE045,Kisii,2019-08,1,0
KE045,Kisii,2020-04,1,1
KE045,Kisii,2020-12,1,1
KE045,Kisii,2021-06,1,1
KE045,Kisii,2022-02,1,1
KE045,Kisii,2022-06,1,0
KE045,Kisii,2022-10,1,0
KE045,Kisii,2023-09,1,0
KE045,Kisii,2023-10,1,1
KE045,Kisii,2023-11,1,1
KE045,Kisii,2024-06,2,1
KE045,Kisii,2024-11,1,0
KE045,Kisii,2025-01,5,2
KE045,Kisii,2025-08,1,2
KE045,Kisii,2025-12,1,1
KE042,Kisumu,2007-12,1,3
KE042,Kisumu,2008-01,9,9
KE042,Kisumu,2008-12,2,3
KE042,Kisumu,2011-01,1,0
KE042,Kisumu,2012-02,4,0
KE042,Kisumu,2012-10,1,0
KE042,Kisumu,2013-02,1,3
KE042,Kisumu,2013-07,1,1
KE042,Kisumu,2013-09,2,1
KE042,Kisumu,2013-12,1,1
KE042,Kisumu,2014-08,1,0
KE042,Kisumu,2015-12,1,1
KE042,Kisumu,2016-06,1,1
KE042,Kisumu,2016-11,2,3
KE042,Kisumu,2017-01,1,3
KE042,Kisumu,2017-05,2,2
KE042,Kisumu,2017-07,2,0
KE042,Kisumu,2017-08,1,4
KE042,Kisumu,2017-09,1,0
KE042,Kisumu,2017-10,4,2
KE042,Kisumu,2017-12,1,5
KE042,Kisumu,2018-09,2,0
KE042,Kisumu,2018-10,1,0
KE042,Kisumu,2020-03,3,0
KE042,Kisumu,2020-05,1,1
KE042,Kisumu,2020-11,1,1
KE042,Kisumu,2021-04,1,3
KE042,Kisumu,2021-05,1,1
KE042,Kisumu,2021-08,1,1
KE042,Kisumu,2021-11,1,0
KE042,Kisumu,2022-04,1,0
KE042,Kisumu,2023-03,1,0
KE042,Kisumu,2023-04,1,0
KE042,Kisumu,2023-06,1,1
KE042,Kisumu,2023-07,2,1
KE042,Kisumu,2023-08,2,2
KE042,Kisumu,2023-11,1,1
KE042,Kisumu,2024-07,3,1
KE042,Kisumu,2025-08,1,1
KE042,Kisumu,2025-10,1,1
KE015,Kitui,2008-06,1,0
KE015,Kitui,2011-04,1,0
KE015,Kitui,2013-07,1,3
KE015,Kitui,2015-05,3,5
KE015,Kitui,2015-09,1,1
KE015,Kitui,2016-12,3,6
KE015,Kitui,2017-01,1,1
KE015,Kitui,2017-02,2,5
KE015,Kitui,2017-04,1,0
KE015,Kitui,2017-05,1,2
KE015,Kitui,2017-06,1,2
KE015,Kitui,2017-09,1,3
KE015,Kitui,2017-11,1,1
KE015,Kitui,2018-09,1,1
KE015,Kitui,2019-07,4,3
KE015,Kitui,2021-10,1,0
KE015,Kitui,2022-02,1,0
KE015,Kitui,2022-03,1,2
KE015,Kitui,2022-05,1,0
KE015,Kitui,2022-07,1,0
KE015,Kitui,2022-08,2,0
KE015,Kitui,2022-10,2,1
KE015,Kitui,2022-11,3,1
KE015,Kitui,2022-12,4,2
KE015,Kitui,2023-03,1,2
KE015,Kitui,2023-04,1,0
KE015,Kitui,2023-07,2,1
KE015,Kitui,2023-08,1,0
KE015,Kitui,2023-09,2,12
KE015,Kitui,2023-10,2,1
KE015,Kitui,2023-11,1,0
KE015,Kitui,2023-12,1,1
KE015,Kitui,2024-03,1,0
KE015,Kitui,2024-08,3,4
KE015,Kitui,2024-09,1,0
KE015,Kitui,2024-10,2,1
KE015,Kitui,2025-01,2,0
KE015,Kitui,2025-04,1,0
KE015,Kitui,2025-07,2,2
KE015,Kitui,2025-08,1,1
KE015,Kitui,2025-10,1,0
KE015,Kitui,2025-12,1,2
KE015,Kitui,2026-02,1,0
KE015,Kitui,2026-03,2,5
KE015,Kitui,2026-04,4,10
KE002,Kwale,2007-06,1,1
KE002,Kwale,2007-12,1,11
KE002,Kwale,2010-04,1,1
KE002,Kwale,2012-08,1,1
KE002,Kwale,2012-10,3,3
KE002,Kwale,2012-12,1,2
KE002,Kwale,2013-02,2,2
KE002,Kwale,2013-11,2,2
KE002,Kwale,2013-12,3,2
KE002,Kwale,2014-02,1,2
KE002,Kwale,2014-04,3,1
KE002,Kwale,2014-08,1,0
KE002,Kwale,2014-12,3,11
KE002,Kwale,2015-02,1,0
KE002,Kwale,2015-11,1,2
KE002,Kwale,2016-02,4,3
KE002,Kwale,2016-05,2,6
KE002,Kwale,2016-06,1,1
KE002,Kwale,2016-08,1,1
KE002,Kwale,2016-12,1,1
KE002,Kwale,2017-02,2,3
KE002,Kwale,2017-07,1,2
KE002,Kwale,2017-10,1,0
KE002,Kwale,2018-03,1,2
KE002,Kwale,2018-08,1,2
KE002,Kwale,2018-12,2,4
KE002,Kwale,2019-09,1,0
KE002,Kwale,2020-03,1,1
KE002,Kwale,2020-05,2,6
KE002,Kwale,2020-08,1,1
KE002,Kwale,2020-10,2,0
KE002,Kwale,2020-11,1,0
KE002,Kwale,2021-06,1,1
KE002,Kwale,2022-03,1,1
KE002,Kwale,2022-05,1,0
KE002,Kwale,2023-01,1,1
KE002,Kwale,2023-09,2,1
KE002,Kwale,2023-10,1,0
KE002,Kwale,2024-11,1,0
KE002,Kwale,2025-05,2,2
KE002,Kwale,2025-06,1,1
KE002,Kwale,2025-10,1,0
KE002,Kwale,2026-02,2,2
KE002,Kwale,2026-10,1,2
KE031,Laikipia,2006-04,2,2
KE031,Laikipia,2006-08,1,7
KE031,Laikipia,2006-09,2,5
KE031,Laikipia,2007-05,3,9
KE031,Laikipia,2008-01,8,35
KE031,Laikipia,2008-02,1,1
KE031,Laikipia,2008-03,1,1
KE031,Laikipia,2008-08,1,4
KE031,Laikipia,2009-04,1,5
KE031,Laikipia,2009-11,1,0
KE031,Laikipia,2009-12,2,0
KE031,Laikipia,2012-12,1,0
KE031,Laikipia,2013-02,3,1
KE031,Laikipia,2013-04,1,1
KE031,Laikipia,2013-05,1,0
KE031,Laikipia,2013-06,1,4
KE031,Laikipia,2014-10,1,1
KE031,Laikipia,2015-06,1,10
KE031,Laikipia,2017-01,2,0
KE031,Laikipia,2017-03,1,1
KE031,Laikipia,2017-04,7,4
KE031,Laikipia,2017-05,1,0
KE031,Laikipia,2017-07,1,1
KE031,Laikipia,2017-08,6,12
KE031,Laikipia,2017-09,1,2
KE031,Laikipia,2017-10,2,0
KE031,Laikipia,2018-10,1,1
KE031,Laikipia,2019-12,2,1
KE031,Laikipia,2020-02,1,4
KE031,Laikipia,2020-05,1,0
KE031,Laikipia,2021-01,1,1
KE031,Laikipia,2021-04,1,0
KE031,Laikipia,2021-06,2,6
KE031,Laikipia,2021-07,3,2
KE031,Laikipia,2021-08,2,0
KE031,Laikipia,2021-09,5,6
KE031,Laikipia,2021-10,1,3
KE031,Laikipia,2021-11,2,0
KE031,Laikipia,2022-01,2,1
KE031,Laikipia,2022-03,3,1
KE031,Laikipia,2022-04,2,2
KE031,Laikipia,2022-05,4,3
KE031,Laikipia,2022-07,2,0
KE031,Laikipia,2022-08,1,0
KE031,Laikipia,2022-10,1,0
KE031,Laikipia,2022-11,1,0
KE031,Laikipia,2022-12,5,3
KE031,Laikipia,2023-01,1,1
KE031,Laikipia,2023-02,1,0
KE031,Laikipia,2023-04,1,4
KE031,Laikipia,2023-05,2,1
KE031,Laikipia,2023-07,1,1
KE031,Laikipia,2023-09,2,1
KE031,Laikipia,2023-11,4,2
KE031,Laikipia,2023-12,1,0
KE031,Laikipia,2024-01,3,2
KE031,Laikipia,2024-03,2,2
KE031,Laikipia,2024-08,2,1
KE031,Laikipia,2024-09,1,1
KE031,Laikipia,2025-01,1,2
KE031,Laikipia,2025-05,2,1
KE031,Laikipia,2025-06,1,0
KE031,Laikipia,2025-07,1,1
KE031,Laikipia,2025-10,4,1
KE031,Laikipia,2026-01,5,0
KE031,Laikipia,2026-04,2,0
KE005,Lamu,2010-09,1,0
KE005,Lamu,2010-11,1,0
KE005,Lamu,2011-01,2,1
KE005,Lamu,2011-10,3,14
KE005,Lamu,2011-11,1,0
KE005,Lamu,2011-12,1,3
KE005,Lamu,2012-09,2,0
KE005,Lamu,2012-11,1,3
KE005,Lamu,2014-02,1,0
KE005,Lamu,2014-04,1,0
KE005,Lamu,2014-05,4,24
KE005,Lamu,2014-06,4,83
KE005,Lamu,2014-08,1,2
KE005,Lamu,2014-12,3,7
KE005,Lamu,2015-04,2,0
KE005,Lamu,2015-05,1,7
KE005,Lamu,2015-06,2,11
KE005,Lamu,2015-07,1,3
KE005,Lamu,2015-08,1,7
KE005,Lamu,2015-10,1,9
KE005,Lamu,2015-11,1,3
KE005,Lamu,2015-12,3,6
KE005,Lamu,2016-01,2,9
KE005,Lamu,2016-06,3,10
KE005,Lamu,2016-07,2,0
KE005,Lamu,2016-08,1,1
KE005,Lamu,2016-09,2,1
KE005,Lamu,2017-01,1,3
KE005,Lamu,2017-02,2,8
KE005,Lamu,2017-04,2,4
KE005,Lamu,2017-05,4,10
KE005,Lamu,2017-06,1,8
KE005,Lamu,2017-07,4,5
KE005,Lamu,2017-08,4,17
KE005,Lamu,2017-09,1,1
KE005,Lamu,2017-10,3,6
KE005,Lamu,2017-11,3,14
KE005,Lamu,2017-12,4,9
KE005,Lamu,2018-01,2,2
KE005,Lamu,2018-04,1,5
KE005,Lamu,2018-07,1,1
KE005,Lamu,2018-08,2,5
KE005,Lamu,2018-09,7,34
KE005,Lamu,2018-10,1,3
KE005,Lamu,2018-12,1,0
KE005,Lamu,2019-04,1,1
KE005,Lamu,2019-07,3,5
KE005,Lamu,2019-08,1,1
KE005,Lamu,2019-11,1,0
KE005,Lamu,2019-12,4,8
KE005,Lamu,2020-01,1,0
KE005,Lamu,2020-03,1,0
KE005,Lamu,2020-04,1,8
KE005,Lamu,2020-06,2,1
KE005,Lamu,2020-08,2,1
KE005,Lamu,2020-12,1,0
KE005,Lamu,2021-01,1,2
KE005,Lamu,2021-03,2,1
KE005,Lamu,2021-05,2,10
KE005,Lamu,2021-06,1,0
KE005,Lamu,2021-08,1,2
KE005,Lamu,2021-09,1,14
KE005,Lamu,2021-10,2,4
KE005,Lamu,2021-11,1,0
KE005,Lamu,2022-01,10,35
KE005,Lamu,2022-02,2,13
KE005,Lamu,2022-04,1,1
KE005,Lamu,2022-05,2,5
KE005,Lamu,2022-07,1,0
KE005,Lamu,2022-08,3,2
KE005,Lamu,2022-11,1,0
KE005,Lamu,2022-12,5,6
KE005,Lamu,2023-01,3,20
KE005,Lamu,2023-03,1,3
KE005,Lamu,2023-05,1,6
KE005,Lamu,2023-06,6,9
KE005,Lamu,2023-07,2,62
KE005,Lamu,2023-08,6,3
KE005,Lamu,2023-09,7,27
KE005,Lamu,2023-10,3,3
KE005,Lamu,2023-11,4,6
KE005,Lamu,2023-12,3,2
KE005,Lamu,2024-02,1,3
KE005,Lamu,2024-03,4,11
KE005,Lamu,2024-04,3,12
KE005,Lamu,2024-05,1,1
KE005,Lamu,2024-06,4,9
KE005,Lamu,2024-07,2,5
KE005,Lamu,2024-08,3,16
KE005,Lamu,2024-09,1,5
KE005,Lamu,2024-10,1,3
KE005,Lamu,2024-11,1,0
KE005,Lamu,2025-02,1,0
KE005,Lamu,2025-03,1,0
KE005,Lamu,2025-04,2,5
KE005,Lamu,2025-05,2,0
KE005,Lamu,2025-06,3,3
KE005,Lamu,2025-07,1,0
KE005,Lamu,2025-08,2,5
KE005,Lamu,2025-09,4,3
KE005,Lamu,2025-10,1,0
KE005,Lamu,2025-11,1,5
KE005,Lamu,2025-12,5,7
KE005,Lamu,2026-04,1,0
KE005,Lamu,2026-07,1,0
KE005,Lamu,2026-10,1,0
KE016,Machakos,2007-06,1,5
KE016,Machakos,2007-10,1,0
KE016,Machakos,2010-07,1,1
KE016,Machakos,2010-11,1,15
KE016,Machakos,2012-09,1,0
KE016,Machakos,2013-06,1,15
KE016,Machakos,2017-02,1,3
KE016,Machakos,2017-05,1,1
KE016,Machakos,2019-06,1,3
KE016,Machakos,2019-11,1,0
KE016,Machakos,2020-01,1,1
KE016,Machakos,2020-02,1,0
KE016,Machakos,2020-03,1,0
KE016,Machakos,2021-05,1,1
KE016,Machakos,2021-07,1,2
KE016,Machakos,2021-10,1,0
KE016,Machakos,2021-12,1,0
KE016,Machakos,2022-07,2,0
KE016,Machakos,2023-04,1,0
KE016,Machakos,2023-06,2,1
KE016,Machakos,2023-07,1,3
KE016,Machakos,2023-09,1,1
KE016,Machakos,2023-10,1,1
KE016,Machakos,2024-01,1,0
KE016,Machakos,2024-08,1,0
KE016,Machakos,2024-10,1,0
KE016,Machakos,2024-11,2,0
KE016,Machakos,2024-12,4,0
KE016,Machakos,2025-05,1,0
KE016,Machakos,2025-07,1,0
KE016,Machakos,2025-09,1,0
KE016,Machakos,2025-12,1,0
KE016,Machakos,2026-02,1,0
KE016,Machakos,2026-03,1,0
KE017,Makueni,2015-10,1,1
KE017,Makueni,2017-11,1,1
KE017,Makueni,2019-01,1,1
KE017,Makueni,2019-07,1,0
KE017,Makueni,2019-11,1,4
KE017,Makueni,2020-05,1,1
KE017,Makueni,2022-12,1,2
KE017,Makueni,2023-05,1,1
KE017,Makueni,2024-03,1,1
KE017,Makueni,2024-05,1,1
KE017,Makueni,2024-06,1,0
KE017,Makueni,2024-09,1,0
KE017,Makueni,2024-11,1,0
KE009,Mandera,2007-04,2,7
KE009,Mandera,2007-08,3,8
KE009,Mandera,2007-10,1,1
KE009,Mandera,2007-11,4,5
KE009,Mandera,2008-01,2,0
KE009,Mandera,2008-08,6,19
KE009,Mandera,2008-10,2,8
KE009,Mandera,2008-11,3,12
KE009,Mandera,2009-05,1,0
KE009,Mandera,2009-07,1,0
KE009,Mandera,2010-01,1,2
KE009,Mandera,2010-10,1,30
KE009,Mandera,2011-02,2,1
KE009,Mandera,2011-03,1,1
KE009,Mandera,2011-05,4,6
KE009,Mandera,2011-07,1,4
KE009,Mandera,2011-10,3,5
KE009,Mandera,2011-11,2,1
KE009,Mandera,2011-12,2,0
KE009,Mandera,2012-01,1,0
KE009,Mandera,2012-02,2,2
KE009,Mandera,2012-03,6,11
KE009,Mandera,2012-05,1,0
KE009,Mandera,2012-06,4,1
KE009,Mandera,2012-07,4,8
KE009,Mandera,2012-08,4,20
KE009,Mandera,2012-09,2,0
KE009,Mandera,2012-10,1,1
KE009,Mandera,2012-12,2,1
KE009,Mandera,2013-01,1,2
KE009,Mandera,2013-02,3,4
KE009,Mandera,2013-03,1,1
KE009,Mandera,2013-04,1,7
KE009,Mandera,2013-05,6,9
KE009,Mandera,2013-06,5,27
KE009,Mandera,2013-07,1,2
KE009,Mandera,2013-08,4,6
KE009,Mandera,2013-09,4,2
KE009,Mandera,2013-11,6,72
KE009,Mandera,2013-12,1,0
KE009,Mandera,2014-01,1,0
KE009,Mandera,2014-02,2,0
KE009,Mandera,2014-03,1,0
KE009,Mandera,2014-04,3,3
KE009,Mandera,2014-05,3,15
KE009,Mandera,2014-06,2,3
KE009,Mandera,2014-07,1,2
KE009,Mandera,2014-08,8,31
KE009,Mandera,2014-09,2,1
KE009,Mandera,2014-10,1,5
KE009,Mandera,2014-11,3,64
KE009,Mandera,2014-12,1,0
KE009,Mandera,2015-01,1,0
KE009,Mandera,2015-02,1,1
KE009,Mandera,2015-03,3,5
KE009,Mandera,2015-04,3,14
KE009,Mandera,2015-06,4,25
KE009,Mandera,2015-07,1,3
KE009,Mandera,2015-12,7,21
KE009,Mandera,2016-01,1,6
KE009,Mandera,2016-03,1,4
KE009,Mandera,2016-06,3,11
KE009,Mandera,2016-07,1,6
KE009,Mandera,2016-09,1,1
KE009,Mandera,2016-10,3,13
KE009,Mandera,2016-11,5,4
KE009,Mandera,2017-01,3,17
KE009,Mandera,2017-03,2,3
KE009,Mandera,2017-04,2,14
KE009,Mandera,2017-05,5,8
KE009,Mandera,2017-06,6,16
KE009,Mandera,2017-07,2,1
KE009,Mandera,2017-08,2,2
KE009,Mandera,2017-09,1,0
KE009,Mandera,2017-10,4,4
KE009,Mandera,2017-12,2,11
KE009,Mandera,2018-01,1,4
KE009,Mandera,2018-02,1,5
KE009,Mandera,2018-03,2,6
KE009,Mandera,2018-04,2,4
KE009,Mandera,2018-05,1,1
KE009,Mandera,2018-06,2,5
KE009,Mandera,2018-07,1,0
KE009,Mandera,2018-08,4,4
KE009,Mandera,2018-09,4,1
KE009,Mandera,2018-10,6,14
KE009,Mandera,2018-11,2,3
KE009,Mandera,2018-12,2,2
KE009,Mandera,2019-01,1,2
KE009,Mandera,2019-04,1,0
KE009,Mandera,2019-06,3,1
KE009,Mandera,2019-07,1,5
KE009,Mandera,2019-08,1,2
KE009,Mandera,2019-09,1,7
KE009,Mandera,2019-10,1,0
KE009,Mandera,2020-02,2,4
KE009,Mandera,2020-03,1,0
KE009,Mandera,2020-04,5,2
KE009,Mandera,2020-05,3,1
KE009,Mandera,2020-06,2,2
KE009,Mandera,2020-07,3,2
KE009,Mandera,2020-09,2,6
KE009,Mandera,2020-10,3,3
KE009,Mandera,2020-11,4,8
KE009,Mandera,2020-12,3,1
KE009,Mandera,2021-01,4,2
KE009,Mandera,2021-02,2,2
KE009,Mandera,2021-03,2,4
KE009,Mandera,2021-04,3,5
KE009,Mandera,2021-05,5,12
KE009,Mandera,2021-06,7,9
KE009,Mandera,2021-07,3,4
KE009,Mandera,2021-08,2,1
KE009,Mandera,2021-09,6,1
KE009,Mandera,2021-10,1,3
KE009,Mandera,2021-11,1,0
KE009,Mandera,2021-12,1,0
KE009,Mandera,2022-01,3,9
KE009,Mandera,2022-02,3,4
KE009,Mandera,2022-03,2,0
KE009,Mandera,2022-04,4,0
KE009,Mandera,2022-06,1,0
KE009,Mandera,2022-07,6,0
KE009,Mandera,2022-08,4,3
KE009,Mandera,2022-09,2,0
KE009,Mandera,2022-10,6,4
KE009,Mandera,2022-11,5,0
KE009,Mandera,2022-12,6,9
KE009,Mandera,2023-01,4,26
KE009,Mandera,2023-02,10,3
KE009,Mandera,2023-03,2,2
KE009,Mandera,2023-04,4,0
KE009,Mandera,2023-05,7,5
KE009,Mandera,2023-06,6,6
KE009,Mandera,2023-07,3,0
KE009,Mandera,2023-08,4,3
KE009,Mandera,2023-09,6,8
KE009,Mandera,2023-10,2,0
KE009,Mandera,2023-11,1,0
KE009,Mandera,2023-12,2,0
KE009,Mandera,2024-01,3,12
KE009,Mandera,2024-02,1,0
KE009,Mandera,2024-03,7,8
KE009,Mandera,2024-04,4,5
KE009,Mandera,2024-05,2,0
KE009,Mandera,2024-06,6,13
KE009,Mandera,2024-07,8,3
KE009,Mandera,2024-08,4,5
KE009,Mandera,2024-09,6,2
KE009,Mandera,2024-10,5,12
KE009,Mandera,2024-11,2,8
KE009,Mandera,2024-12,8,12
KE009,Mandera,2025-01,5,3
KE009,Mandera,2025-02,8,8
KE009,Mandera,2025-03,6,10
KE009,Mandera,2025-04,6,15
KE009,Mandera,2025-05,2,3
KE009,Mandera,2025-06,5,9
KE009,Mandera,2025-07,2,3
KE009,Mandera,2025-08,1,1
KE009,Mandera,2025-09,3,7
KE009,Mandera,2025-10,3,1
KE009,Mandera,2025-11,2,0
KE009,Mandera,2025-12,8,4
KE009,Mandera,2026-01,1,3
KE009,Mandera,2026-03,4,2
KE009,Mandera,2026-07,1,3
KE009,Mandera,2026-10,4,6
KE010,Marsabit,2006-01,4,19
KE010,Marsabit,2006-02,3,4
KE010,Marsabit,2006-03,4,21
KE010,Marsabit,2006-04,2,5
KE010,Marsabit,2006-05,4,7
KE010,Marsabit,2006-07,1,0
KE010,Marsabit,2006-08,4,24
KE010,Marsabit,2006-09,2,17
KE010,Marsabit,2006-10,1,1
KE010,Marsabit,2007-02,1,1
KE010,Marsabit,2007-05,1,15
KE010,Marsabit,2007-08,1,2
KE010,Marsabit,2008-05,3,14
KE010,Marsabit,2008-07,1,11
KE010,Marsabit,2008-08,3,17
KE010,Marsabit,2008-12,2,15
KE010,Marsabit,2009-01,1,4
KE010,Marsabit,2009-05,1,0
KE010,Marsabit,2009-08,3,4
KE010,Marsabit,2010-04,1,0
KE010,Marsabit,2010-10,2,2
KE010,Marsabit,2010-11,4,15
KE010,Marsabit,2011-05,1,0
KE010,Marsabit,2011-12,1,6
KE010,Marsabit,2012-01,4,7
KE010,Marsabit,2012-05,1,3
KE010,Marsabit,2013-05,1,1
KE010,Marsabit,2013-06,2,4
KE010,Marsabit,2013-07,1,24
KE010,Marsabit,2013-08,10,20
KE010,Marsabit,2013-11,4,29
KE010,Marsabit,2013-12,1,0
KE010,Marsabit,2014-01,1,9
KE010,Marsabit,2014-04,4,8
KE010,Marsabit,2014-11,2,6
KE010,Marsabit,2015-02,2,13
KE010,Marsabit,2015-05,1,2
KE010,Marsabit,2015-08,1,5
KE010,Marsabit,2015-11,1,0
KE010,Marsabit,2017-01,1,4
KE010,Marsabit,2017-06,2,2
KE010,Marsabit,2017-08,2,5
KE010,Marsabit,2018-01,1,2
KE010,Marsabit,2018-06,1,4
KE010,Marsabit,2018-07,2,5
KE010,Marsabit,2018-09,1,0
KE010,Marsabit,2018-10,2,10
KE010,Marsabit,2019-02,2,10
KE010,Marsabit,2019-04,1,11
KE010,Marsabit,2019-05,4,11
KE010,Marsabit,2019-06,1,1
KE010,Marsabit,2019-08,2,10
KE010,Marsabit,2019-09,1,3
KE010,Marsabit,2020-06,5,17
KE010,Marsabit,2020-07,2,6
KE010,Marsabit,2020-11,3,1
KE010,Marsabit,2021-01,3,4
KE010,Marsabit,2021-03,5,11
KE010,Marsabit,2021-04,1,2
KE010,Marsabit,2021-05,1,2
KE010,Marsabit,2021-06,1,1
KE010,Marsabit,2021-09,7,9
KE010,Marsabit,2021-10,1,6
KE010,Marsabit,2021-11,5,4
KE010,Marsabit,2021-12,4,41
KE010,Marsabit,2022-01,5,2
KE010,Marsabit,2022-02,3,3
KE010,Marsabit,2022-03,3,3
KE010,Marsabit,2022-04,2,6
KE010,Marsabit,2022-05,2,1
KE010,Marsabit,2022-07,3,3
KE010,Marsabit,2022-09,4,2
KE010,Marsabit,2022-10,3,0
KE010,Marsabit,2022-11,1,0
KE010,Marsabit,2022-12,4,8
KE010,Marsabit,2023-01,5,4
KE010,Marsabit,2023-02,1,3
KE010,Marsabit,2023-04,6,8
KE010,Marsabit,2023-06,2,4
KE010,Marsabit,2023-07,1,8
KE010,Marsabit,2023-11,3,2
KE010,Marsabit,2024-02,1,1
KE010,Marsabit,2024-07,2,3
KE010,Marsabit,2024-08,1,1
KE010,Marsabit,2024-09,3,4
KE010,Marsabit,2024-10,2,7
KE010,Marsabit,2024-11,1,1
KE010,Marsabit,2025-01,3,1
KE010,Marsabit,2025-04,1,0
KE010,Marsabit,2025-05,5,8
KE010,Marsabit,2025-06,4,5
KE010,Marsabit,2025-07,1,0
KE010,Marsabit,2025-08,4,4
KE010,Marsabit,2025-09,1,0
KE010,Marsabit,2025-10,1,2
KE010,Marsabit,2025-11,2,1
KE010,Marsabit,2026-01,2,1
KE010,Marsabit,2026-03,1,4
KE010,Marsabit,2026-07,1,0
KE010,Marsabit,2026-10,1,10
KE012,Meru,2007-01,1,0
KE012,Meru,2007-04,1,0
KE012,Meru,2007-05,2,21
KE012,Meru,2007-12,2,2
KE012,Meru,2009-10,1,3
KE012,Meru,2009-11,1,1
KE012,Meru,2010-02,1,0
KE012,Meru,2011-10,1,1
KE012,Meru,2012-12,1,0
KE012,Meru,2013-03,1,1
KE012,Meru,2013-05,1,2
KE012,Meru,2014-06,1,6
KE012,Meru,2014-08,1,4
KE012,Meru,2015-03,2,5
KE012,Meru,2015-10,1,5
KE012,Meru,2016-09,2,2
KE012,Meru,2017-08,4,20
KE012,Meru,2017-10,2,4
KE012,Meru,2018-01,1,0
KE012,Meru,2018-09,1,0
KE012,Meru,2019-02,3,12
KE012,Meru,2019-09,1,1
KE012,Meru,2019-12,2,2
KE012,Meru,2020-03,2,0
KE012,Meru,2020-07,3,1
KE012,Meru,2020-08,1,0
KE012,Meru,2020-10,1,0
KE012,Meru,2020-11,1,0
KE012,Meru,2022-01,1,7
KE012,Meru,2022-02,1,1
KE012,Meru,2022-03,2,4
KE012,Meru,2022-04,1,5
KE012,Meru,2022-06,2,0
KE012,Meru,2022-10,1,1
KE012,Meru,2022-12,3,2
KE012,Meru,2023-02,4,4
KE012,Meru,2023-04,2,3
KE012,Meru,2023-05,1,1
KE012,Meru,2023-07,2,4
KE012,Meru,2023-09,6,7
KE012,Meru,2023-10,4,5
KE012,Meru,2023-11,1,3
KE012,Meru,2023-12,4,2
KE012,Meru,2024-02,2,1
KE012,Meru,2024-03,1,0
KE012,Meru,2024-04,1,1
KE012,Meru,2024-06,1,5
KE012,Meru,2024-07,2,1
KE012,Meru,2024-08,3,1
KE012,Meru,2024-09,4,7
KE012,Meru,2024-10,2,0
KE012,Meru,2024-11,1,1
KE012,Meru,2024-12,1,0
KE012,Meru,2025-01,5,3
KE012,Meru,2025-03,1,1
KE012,Meru,2025-04,1,0
KE012,Meru,2025-05,2,1
KE012,Meru,2025-06,1,0
KE012,Meru,2025-08,1,0
KE012,Meru,2025-09,5,2
KE012,Meru,2025-10,4,5
KE012,Meru,2025-11,4,5
KE012,Meru,2025-12,1,0
KE012,Meru,2026-01,3,4
KE012,Meru,2026-02,1,1
KE012,Meru,2026-03,7,10
KE012,Meru,2026-04,2,1
KE012,Meru,2026-07,2,1
KE044,Migori,2007-01,1,1
KE044,Migori,2007-05,1,4
KE044,Migori,2007-06,2,0
KE044,Migori,2007-12,4,9
KE044,Migori,2008-04,1,1
KE044,Migori,2009-03,1,0
KE044,Migori,2009-05,1,0
KE044,Migori,2009-10,1,0
KE044,Migori,2011-05,1,1
KE044,Migori,2012-12,1,1
KE044,Migori,2013-01,1,0
KE044,Migori,2013-02,2,2
KE044,Migori,2013-03,3,3
KE044,Migori,2013-09,2,0
KE044,Migori,2013-10,1,1
KE044,Migori,2013-12,1,1
KE044,Migori,2014-04,1,0
KE044,Migori,2015-07,1,3
KE044,Migori,2017-01,1,0
KE044,Migori,2017-04,2,0
KE044,Migori,2017-05,1,0
KE044,Migori,2017-10,2,1
KE044,Migori,2017-12,1,1
KE044,Migori,2018-01,1,1
KE044,Migori,2018-09,1,1
KE044,Migori,2019-01,1,1
KE044,Migori,2019-08,1,0
KE044,Migori,2021-11,1,0
KE044,Migori,2022-04,1,0
KE044,Migori,2022-07,1,0
KE044,Migori,2022-09,1,0
KE044,Migori,2023-02,1,0
KE044,Migori,2023-04,1,2
KE044,Migori,2023-09,1,1
KE044,Migori,2023-12,1,0
KE044,Migori,2024-03,1,0
KE044,Migori,2024-10,1,0
KE044,Migori,2024-12,1,0
KE044,Migori,2025-01,1,1
KE044,Migori,2025-05,1,0
